Label,WordQty,W2,W3,W4,W5,W6,W7,P4,P5,P6,P7
1,3297,114.73,80.51,71.53,72.02,72.08,72.21,7.99,7.90,7.95,8.09
1,1093,192.19,156.94,137.89,145.99,145.73,145.63,7.38,7.43,7.41,7.60
0,332,144.26,112.53,121.75,125.94,126.49,127.03,8.72,8.93,9.49,9.74
0,627,158.61,110.03,119.04,124.05,125.27,125.23,7.61,7.79,7.98,8.06
0,3575,143.29,101.14,109.99,113.96,114.69,114.74,7.98,8.08,8.18,8.39
1,600,276.10,231.45,222.23,221.93,221.60,222.11,7.31,7.24,7.30,7.46
1,378,189.51,149.37,139.03,144.38,143.96,144.09,7.77,7.60,7.60,7.56
0,1077,157.21,115.29,123.88,130.64,130.80,131.15,8.49,8.73,8.93,9.04
1,1682,132.81,98.93,91.24,90.14,90.45,90.48,7.76,7.73,7.81,7.96
1,821,275.41,210.26,192.72,194.49,194.49,194.39,7.77,7.72,7.76,7.85
1,1658,153.59,118.81,111.06,111.99,111.86,111.91,8.20,8.17,8.19,8.26
1,1127,241.44,199.82,183.28,190.41,190.20,189.85,8.76,8.77,8.92,9.05
0,612,144.79,93.90,105.59,109.29,110.76,110.36,8.48,8.63,8.74,9.03
1,1131,161.54,111.77,102.41,103.01,102.79,102.80,7.96,7.89,8.03,8.12
0,252,139.30,86.44,95.56,96.45,97.35,97.42,8.24,8.21,8.38,8.64
1,414,136.66,90.57,84.20,87.23,87.21,87.28,8.39,8.44,8.52,8.57
1,1060,131.41,90.22,76.92,79.08,79.33,79.33,7.43,7.50,7.55,7.65
0,1959,148.69,100.91,110.73,112.41,112.93,112.92,8.77,8.98,9.16,9.50
0,577,124.97,82.12,92.50,92.47,93.19,93.02,8.77,8.87,9.03,9.29
0,2154,170.32,119.48,130.26,134.53,135.02,135.25,9.09,9.34,9.53,9.78
0,966,166.55,113.52,123.11,129.23,130.31,130.56,8.25,8.35,8.60,8.81
1,1762,144.44,98.85,88.04,88.84,88.93,88.97,8.36,8.31,8.37,8.49
0,1145,140.55,104.95,113.75,116.98,117.73,117.93,8.20,8.22,8.46,8.71
1,402,140.19,94.44,81.86,86.19,87.09,87.19,8.04,8.15,8.22,8.31
1,3573,183.48,142.22,133.07,133.82,133.89,134.00,8.50,8.39,8.41,8.59
0,377,158.95,111.80,124.98,124.88,124.96,125.11,7.00,7.10,7.30,7.37
0,1155,159.23,110.86,120.95,124.36,124.60,124.65,8.49,8.72,8.99,9.19
0,1375,138.44,94.15,103.55,108.45,109.04,109.33,8.54,8.76,8.83,9.05
1,1452,109.60,75.02,66.98,66.52,66.08,66.13,7.95,8.00,8.08,8.19
1,480,132.27,100.95,90.66,90.28,90.74,90.91,7.70,7.75,7.86,8.01
0,582,141.75,93.00,99.15,106.51,106.47,106.37,8.22,8.32,8.54,8.85
0,3165,156.22,108.35,117.33,120.78,121.85,121.87,7.96,8.07,8.30,8.47
0,1586,137.35,93.04,100.09,105.40,105.98,106.03,8.03,8.07,8.18,8.34
0,650,166.23,120.19,130.42,136.07,136.22,136.36,9.71,9.97,10.09,10.33
0,2099,149.72,103.02,116.16,118.45,119.11,119.33,8.16,8.28,8.48,8.55
1,1942,146.12,101.01,91.47,92.35,92.23,92.23,7.83,7.81,7.96,8.07
1,362,185.76,148.88,136.82,141.25,141.47,141.50,8.17,8.13,8.28,8.39
0,433,133.13,94.33,105.84,107.76,107.96,107.92,7.48,7.67,7.63,7.89
1,452,199.08,149.04,135.75,142.66,142.75,143.09,7.57,7.66,7.63,7.86
0,428,148.30,114.52,117.07,125.06,125.42,125.64,8.04,8.21,8.54,8.70
0,509,162.42,114.99,126.60,130.62,131.09,131.19,8.50,8.71,9.02,9.22
1,414,169.23,135.29,123.29,129.54,129.20,129.17,8.61,8.44,8.63,8.76
1,710,235.83,182.00,162.87,171.62,171.02,171.43,8.44,8.47,8.48,8.67
1,756,109.93,74.20,65.97,65.16,65.40,65.52,8.56,8.47,8.66,8.79
1,1198,220.28,177.75,167.98,170.49,170.90,170.98,9.25,9.35,9.52,9.70
1,1271,148.64,109.70,96.01,96.49,96.73,96.81,7.68,7.61,7.56,7.67
0,713,146.52,96.30,105.83,109.81,110.02,110.18,8.01,8.25,8.60,8.83
0,1086,154.60,102.48,111.90,114.22,114.62,114.81,8.15,8.35,8.53,8.74
0,1424,126.90,85.49,93.51,97.86,98.03,98.23,8.69,8.81,9.01,9.19
0,1158,147.54,104.70,116.27,118.16,118.84,118.89,8.10,8.18,8.38,8.53
1,330,145.33,99.04,94.18,93.97,94.86,94.95,8.30,8.14,8.31,8.50
0,408,133.39,93.11,104.06,104.24,104.87,105.12,8.60,8.76,9.11,9.24
1,352,237.08,204.53,188.88,190.99,190.80,191.38,6.18,6.13,6.16,6.22
1,912,112.09,68.86,60.45,61.27,61.43,61.57,8.38,8.41,8.47,8.69
1,323,269.21,252.36,229.10,234.25,234.73,235.65,9.66,9.46,9.59,9.77
0,317,136.68,95.26,96.03,105.15,106.99,107.05,7.15,7.26,7.27,7.44
0,1648,135.10,92.49,102.78,107.81,107.95,107.99,8.19,8.34,8.57,8.68
0,263,147.37,95.97,96.19,103.33,103.19,103.65,9.37,9.37,9.60,10.02
1,422,149.07,105.13,98.93,98.11,97.54,97.53,6.66,6.69,6.65,6.82
0,506,136.88,98.37,106.25,112.11,112.61,112.46,7.87,7.99,8.11,8.14
0,1524,135.65,92.87,103.56,107.91,108.04,107.94,8.29,8.45,8.60,8.90
1,1612,106.83,71.70,64.23,66.34,65.67,65.76,8.39,8.27,8.32,8.51
0,564,158.25,105.82,115.85,124.99,125.15,125.38,8.58,8.70,8.80,8.90
0,743,155.93,110.86,124.30,126.36,127.26,127.37,8.46,8.64,8.87,9.15
1,623,262.84,199.96,188.08,195.65,196.04,196.27,7.84,7.87,8.02,8.23
0,2569,138.36,92.07,100.02,104.19,104.83,104.87,8.51,8.64,8.93,9.17
0,347,178.80,125.84,136.58,134.81,135.57,135.51,9.79,10.25,10.60,10.96
1,629,145.92,114.53,96.42,104.69,104.43,104.70,7.43,7.33,7.41,7.49
0,1305,135.74,90.26,96.73,102.47,103.05,103.10,8.89,8.99,9.12,9.36
0,1040,141.05,100.18,110.16,114.05,114.45,114.50,7.84,8.03,8.15,8.35
0,1009,172.24,118.52,126.81,130.87,131.30,131.38,8.19,8.30,8.43,8.63
1,2607,147.67,101.40,84.21,87.09,85.89,85.67,7.89,7.82,7.76,7.74
1,418,178.15,114.49,102.90,103.77,104.18,104.85,6.93,6.88,6.94,6.91
1,1216,153.84,117.82,109.34,110.38,110.58,110.73,7.53,7.50,7.59,7.77
0,4340,148.22,97.86,105.76,109.70,110.19,110.28,8.28,8.43,8.60,8.77
1,1122,191.67,138.21,124.47,127.73,127.78,127.89,8.11,8.17,8.21,8.33
1,1201,150.80,110.61,103.63,103.62,104.11,104.18,8.15,8.07,8.19,8.34
1,3542,139.70,106.13,97.32,97.01,96.87,96.99,7.81,7.74,7.83,7.97
0,232,109.53,81.65,98.06,99.88,100.49,100.35,6.95,6.94,7.15,7.06
1,487,193.42,153.64,136.90,143.38,143.41,143.55,6.75,6.71,6.75,6.80
1,396,213.93,172.37,172.48,173.51,174.10,174.32,8.62,8.49,8.49,8.60
0,308,138.42,87.60,94.63,92.99,93.91,94.02,8.23,8.22,8.37,8.49
1,3053,100.84,63.57,54.46,52.90,52.56,52.61,8.67,8.68,8.78,8.96
0,3674,152.75,106.94,114.87,119.93,120.65,120.65,8.27,8.41,8.57,8.81
0,821,152.98,115.76,124.48,130.14,130.32,130.45,8.97,9.11,9.20,9.37
0,3673,152.20,107.69,116.42,119.25,120.02,120.22,8.33,8.50,8.67,8.89
0,586,165.61,118.95,126.63,132.31,132.57,132.66,8.02,8.24,8.28,8.50
1,664,212.45,155.88,148.90,147.93,148.83,149.05,7.89,7.89,7.91,8.11
1,3671,154.52,98.69,85.39,88.33,88.41,88.52,8.16,8.09,8.14,8.29
1,623,171.14,114.14,107.14,109.42,108.70,108.65,8.28,8.37,8.51,8.65
0,215,150.91,104.91,117.62,116.00,116.16,116.19,7.60,7.74,7.83,7.97
1,160,210.15,163.08,148.28,150.48,150.52,150.52,7.60,7.57,7.73,8.00
1,987,182.10,129.46,113.76,116.98,117.11,117.17,7.60,7.62,7.61,7.77
0,698,152.25,105.41,114.86,119.37,120.78,121.12,8.77,8.89,8.98,9.24
1,441,180.41,125.06,103.70,111.83,112.14,112.08,9.18,8.96,8.92,9.07
0,545,142.19,100.78,116.74,118.66,119.28,119.01,9.13,9.17,9.43,9.61
0,236,122.95,93.35,98.55,106.69,107.99,107.98,10.57,10.75,10.99,11.24
1,439,168.15,107.07,87.92,89.05,89.55,89.53,7.51,7.38,7.27,7.38
1,4569,109.22,69.58,60.23,60.25,60.20,60.26,8.31,8.24,8.41,8.53
0,3868,144.34,93.96,103.72,107.35,108.08,108.15,8.36,8.47,8.70,8.96
0,400,137.11,87.00,97.67,100.68,101.05,101.37,8.06,8.21,8.21,8.33
1,481,218.10,185.80,170.85,173.92,173.10,173.58,7.77,7.74,7.89,7.90
1,592,212.47,170.61,154.54,166.66,166.55,166.66,7.74,7.69,7.80,7.95
1,855,128.90,94.63,82.16,81.36,81.08,81.61,7.33,7.34,7.44,7.57
1,813,189.23,137.13,123.83,122.71,121.41,121.47,7.90,7.93,7.93,8.07
1,555,197.41,127.51,119.04,123.96,123.78,124.03,7.94,7.91,7.98,7.93
0,612,157.66,115.35,125.67,129.13,129.53,129.63,8.63,8.81,9.07,9.14
0,822,114.24,77.07,87.27,91.86,93.18,93.30,8.79,8.93,9.31,9.51
1,560,137.02,92.99,79.25,78.69,77.75,77.61,7.59,7.47,7.52,7.63
1,617,213.11,161.69,147.59,153.26,153.46,153.53,7.74,7.84,7.88,8.07
0,530,133.31,93.20,103.69,108.91,109.37,109.56,8.74,8.82,9.05,9.26
0,358,136.81,91.34,99.53,101.22,102.16,102.65,8.51,8.71,8.90,9.17
0,486,121.12,80.72,91.63,95.88,97.93,98.23,8.46,8.59,9.06,9.33
1,791,148.20,92.22,79.74,79.69,79.61,79.45,7.17,7.12,7.34,7.49
0,631,186.87,139.88,147.01,151.89,152.10,152.54,8.18,8.29,8.45,8.75
1,773,152.00,119.03,103.68,106.69,107.58,107.36,7.45,7.46,7.56,7.68
0,642,158.40,113.47,119.14,125.67,126.03,126.37,8.00,8.13,8.24,8.43
0,570,123.01,80.76,89.42,89.58,90.24,90.40,8.05,8.33,8.44,8.46
0,354,182.03,123.09,133.14,141.79,141.06,141.82,8.52,8.80,9.01,9.20
0,973,144.18,89.95,96.97,102.44,102.89,102.98,7.62,7.77,7.89,8.04
1,384,151.89,95.49,78.04,77.52,76.73,76.50,9.18,8.93,8.84,8.91
1,720,124.03,90.56,84.16,84.30,84.49,84.40,7.61,7.61,7.69,7.83
0,533,148.84,104.94,110.99,117.80,118.61,118.71,7.05,7.20,7.41,7.64
0,1010,155.37,108.88,123.27,125.43,125.69,125.96,8.62,8.68,8.76,8.96
0,292,153.58,106.30,116.75,121.12,120.44,120.54,7.79,7.92,8.32,8.49
1,525,226.67,184.41,175.85,179.30,179.90,180.01,8.17,8.18,8.33,8.65
1,690,142.80,89.91,78.57,79.31,79.33,79.27,7.61,7.54,7.59,7.65
1,414,207.22,161.39,150.89,151.91,151.75,151.34,8.20,8.21,8.36,8.59
1,10032,105.00,72.65,65.75,65.99,65.86,65.94,8.27,8.24,8.30,8.42
0,11855,152.15,106.93,116.57,120.86,121.45,121.52,8.16,8.29,8.44,8.63
1,652,151.42,107.89,95.11,96.31,96.43,96.71,7.01,6.99,7.20,7.27
0,502,118.79,77.18,79.99,84.70,85.29,85.51,7.93,7.85,8.00,8.26
0,895,160.48,107.16,117.25,121.74,121.72,121.79,7.35,7.47,7.57,7.70
1,732,148.11,112.95,110.11,109.91,110.42,110.21,8.49,8.67,8.71,8.81
1,325,99.29,72.40,65.65,65.55,65.24,64.95,7.59,7.53,7.58,7.78
0,489,135.67,86.89,94.79,97.98,98.15,98.28,8.29,8.33,8.36,8.61
1,357,155.59,105.73,94.72,100.58,100.95,101.07,7.84,7.68,7.70,7.92
1,575,176.45,117.40,102.61,107.50,106.44,105.82,6.64,6.62,6.65,6.65
0,238,134.03,89.64,101.56,105.67,106.68,106.64,9.03,9.09,9.49,9.68
1,629,178.09,127.79,112.91,113.41,113.30,113.18,7.09,7.00,6.96,7.04
0,547,163.36,112.97,124.61,130.07,131.37,131.45,9.20,9.22,9.52,9.64
1,382,145.48,89.64,65.53,67.28,66.76,66.62,6.81,6.74,6.77,6.68
0,658,174.26,124.00,131.35,136.79,137.32,137.39,8.10,8.19,8.33,8.50
0,338,150.60,109.45,119.97,126.96,126.83,126.85,7.74,7.86,8.06,8.13
0,277,144.91,99.43,109.60,108.79,110.73,109.88,8.69,8.90,9.15,9.41
0,702,142.40,100.87,107.78,115.70,116.24,116.40,9.41,9.58,9.61,9.99
0,328,160.88,124.12,136.44,137.23,137.75,137.89,8.15,8.26,8.65,8.84
1,422,196.97,128.32,119.42,118.77,118.12,117.79,6.88,6.91,6.90,7.08
0,1411,171.95,125.31,142.33,144.85,145.32,145.51,8.30,8.41,8.57,8.72
1,556,188.88,139.06,130.41,133.40,133.67,133.74,6.81,6.80,6.85,7.03
1,441,190.58,151.65,148.82,154.62,154.20,153.98,7.45,7.35,7.37,7.27
1,1808,110.70,76.35,66.45,67.66,67.60,67.51,7.95,7.90,8.06,8.16
0,206,156.69,95.51,101.00,102.43,103.31,105.18,8.59,8.77,9.20,9.12
0,1031,121.96,84.69,87.89,93.94,94.24,94.48,8.15,8.23,8.48,8.74
0,779,158.95,110.41,120.47,122.75,123.37,123.70,7.84,8.04,8.27,8.41
0,358,179.23,123.54,133.37,139.81,140.10,140.19,7.02,7.22,7.33,7.38
1,241,314.28,224.56,206.26,203.38,205.06,205.65,8.37,8.58,8.73,8.68
0,2005,148.80,108.40,113.87,119.14,119.62,119.70,8.18,8.35,8.53,8.73
1,937,239.22,180.82,165.39,168.55,169.58,169.71,7.55,7.63,7.67,7.76
0,220,113.54,80.67,86.99,87.80,89.41,88.29,8.97,9.39,10.03,10.49
1,785,146.13,103.94,96.24,99.95,99.69,99.74,8.39,8.39,8.59,8.75
0,549,180.59,123.92,133.68,138.57,138.80,138.79,8.15,8.24,8.39,8.61
0,585,191.34,134.52,145.00,148.04,148.08,148.41,8.61,8.80,9.01,9.20
1,447,149.09,104.46,100.65,99.16,98.86,99.10,6.68,6.62,6.65,6.78
0,508,192.18,131.25,139.85,140.90,140.95,141.13,7.58,7.74,7.98,8.15
0,424,158.05,103.69,115.47,119.14,118.67,118.59,9.09,9.15,9.39,9.71
0,690,128.03,89.77,96.21,101.64,101.11,101.09,8.32,8.53,8.69,8.88
0,352,145.69,103.86,116.52,122.19,122.69,122.47,8.53,8.57,8.87,8.96
0,496,119.36,83.59,88.95,94.56,94.91,95.47,8.58,8.64,8.81,8.94
1,1677,115.11,81.76,75.49,74.88,75.04,75.33,8.24,8.25,8.35,8.55
0,1433,167.44,113.85,125.92,128.04,128.03,128.28,8.17,8.34,8.50,8.73
1,378,301.74,233.45,228.18,230.22,231.00,230.73,7.02,6.83,6.81,7.00
1,334,179.85,135.10,125.27,125.28,124.70,125.06,8.68,8.50,8.63,8.72
0,432,153.95,104.07,111.96,115.31,116.42,116.44,8.14,8.27,8.23,8.30
0,712,128.84,86.76,94.81,101.35,101.87,101.87,8.68,8.85,8.96,9.09
1,547,119.56,84.57,76.89,80.37,80.73,81.03,7.87,7.91,7.98,8.07
1,494,171.48,118.42,109.95,110.85,111.30,111.40,7.73,7.70,7.79,7.94
0,1396,155.14,105.99,117.35,118.80,119.48,119.67,8.79,8.94,9.26,9.40
1,436,184.42,141.29,128.01,133.21,133.76,133.36,9.03,9.11,9.30,9.47
1,760,242.18,195.00,168.22,176.22,175.91,175.92,7.08,7.03,7.16,7.21
0,487,175.18,124.11,129.76,139.89,142.09,142.15,8.70,8.80,8.94,9.22
1,431,185.36,107.27,95.54,96.80,96.83,97.25,8.19,8.19,8.19,8.16
1,559,222.46,186.93,171.45,176.53,176.28,176.06,8.22,8.40,8.44,8.64
0,653,150.36,107.09,115.01,120.49,120.90,120.94,7.56,7.59,7.72,7.88
1,1700,204.08,171.14,161.32,165.19,166.36,166.40,7.50,7.47,7.56,7.71
0,498,141.24,96.86,100.97,105.83,105.94,106.04,8.27,8.60,8.70,8.91
1,458,168.55,110.01,99.82,103.26,103.18,102.94,7.15,7.11,7.24,7.41
0,405,150.71,102.65,114.13,116.13,116.36,116.39,8.62,8.85,9.02,9.39
0,507,197.08,125.06,141.00,144.22,144.11,144.70,8.33,8.47,8.65,8.76
0,1019,146.13,102.65,108.45,115.11,115.63,115.59,7.98,8.10,8.27,8.44
0,614,158.53,106.08,116.05,121.81,122.66,123.02,8.48,8.61,8.79,8.93
0,703,174.38,125.18,136.41,142.51,143.07,143.75,8.46,8.68,8.81,8.91
1,540,183.34,142.58,132.72,136.46,136.57,136.62,7.61,7.66,7.80,7.95
1,1594,125.53,85.87,75.00,76.18,76.06,76.15,8.03,8.01,8.02,8.22
1,657,110.22,67.75,55.26,56.71,56.62,56.48,7.58,7.59,7.56,7.64
0,354,157.22,117.74,140.61,138.83,140.60,140.01,8.72,8.77,8.94,9.00
1,973,157.43,108.10,101.24,102.11,102.42,102.38,7.93,7.80,7.97,8.09
1,632,225.54,171.68,165.67,163.16,163.92,164.07,8.30,8.29,8.37,8.45
0,1909,145.27,99.05,109.53,112.16,112.62,112.82,8.78,9.01,9.29,9.40
1,417,249.58,182.12,180.59,175.86,175.19,174.88,7.26,7.32,7.28,7.39
1,398,131.92,88.00,74.15,75.63,76.02,75.65,7.15,7.10,7.25,7.37
1,975,221.65,160.81,151.60,153.31,153.58,153.66,7.82,7.77,7.94,8.10
0,415,140.67,87.75,95.45,96.44,96.60,96.63,8.51,8.48,8.67,9.04
0,1063,173.83,133.90,141.47,146.67,147.39,147.49,9.31,9.44,9.90,10.08
1,591,182.39,114.43,102.40,104.66,105.13,105.25,8.27,8.25,8.32,8.56
1,532,166.19,130.73,119.96,122.34,121.89,121.54,8.45,8.41,8.41,8.56
0,613,122.98,85.53,95.26,96.97,97.21,97.28,8.55,8.60,8.79,9.04
1,523,216.22,165.34,148.78,154.04,154.22,154.11,7.44,7.44,7.58,7.64
1,2331,142.90,101.48,92.48,94.98,95.06,94.94,7.96,7.91,7.95,8.06
0,328,137.59,96.83,107.42,112.42,113.61,114.00,8.72,8.85,8.98,9.11
0,1388,177.50,122.93,129.93,133.49,133.51,133.69,8.21,8.33,8.45,8.66
0,1978,154.65,107.32,117.42,120.95,121.80,121.85,8.18,8.26,8.47,8.69
0,1910,145.75,98.59,110.57,113.82,114.70,114.74,8.08,8.19,8.28,8.50
0,737,151.49,106.50,110.99,119.12,119.40,119.44,8.16,8.31,8.38,8.55
0,728,147.06,109.89,116.92,123.06,122.73,122.83,8.00,8.18,8.41,8.64
0,889,188.84,131.78,145.60,148.66,149.59,149.75,7.99,8.08,8.23,8.42
1,427,156.90,111.02,100.38,103.77,101.65,101.74,7.87,7.80,7.97,8.22
0,949,168.37,114.39,124.09,124.92,125.58,125.78,8.44,8.51,8.65,8.84
0,937,128.88,95.84,106.36,109.59,109.93,110.02,8.83,8.95,9.24,9.42
1,1139,120.58,82.43,71.77,72.57,72.66,72.67,7.35,7.36,7.36,7.52
1,503,160.72,100.94,87.83,90.68,90.39,89.99,7.95,7.91,7.87,7.85
1,359,310.40,237.99,221.79,223.32,224.03,224.32,7.64,7.50,7.48,7.68
1,1516,147.15,97.78,88.52,91.14,91.36,91.41,8.62,8.61,8.63,8.81
0,1004,117.79,85.01,92.15,99.28,100.08,100.19,8.04,8.23,8.48,8.60
0,3442,157.88,110.05,117.78,123.36,124.27,124.46,8.28,8.42,8.59,8.80
0,539,191.34,134.17,147.72,143.66,144.30,144.39,7.37,7.39,7.64,7.81
1,2199,131.55,95.33,87.58,88.92,88.77,88.96,7.88,7.85,7.93,8.03
0,499,145.64,117.93,137.11,144.65,145.28,145.39,8.02,8.14,8.33,8.39
1,1594,119.53,81.72,72.06,74.04,73.66,73.71,8.01,7.96,7.98,8.06
1,542,204.86,150.05,142.56,146.39,146.26,146.56,8.59,8.77,8.89,9.03
0,1288,179.86,127.62,137.78,145.46,146.08,146.15,8.38,8.47,8.68,8.90
0,752,144.60,92.06,98.75,101.91,102.26,102.37,7.93,8.03,8.13,8.36
1,693,171.44,133.00,120.60,125.31,124.99,125.05,7.74,7.74,7.73,7.85
1,896,232.32,199.03,186.46,192.23,192.60,192.66,7.67,7.68,7.81,8.01
0,624,152.82,103.04,109.32,113.90,114.87,114.94,7.62,7.83,7.95,8.12
0,360,203.06,146.98,169.42,167.28,167.24,167.34,9.22,9.07,9.41,9.71
0,186,128.80,83.39,84.46,92.68,93.68,93.52,11.24,11.52,11.90,12.08
1,924,120.12,89.48,81.80,81.65,81.55,81.46,7.65,7.59,7.64,7.81
1,1078,178.03,140.02,129.70,131.66,131.75,131.87,8.37,8.32,8.46,8.55
1,1242,106.77,78.22,72.85,73.15,73.50,73.52,8.59,8.65,8.80,8.86
1,4076,141.79,99.31,87.94,89.20,88.87,88.62,7.84,7.77,7.80,7.90
1,509,171.58,120.40,112.89,115.21,115.46,115.72,9.68,9.79,10.15,10.39
1,568,263.53,234.82,216.72,226.06,226.02,226.21,8.15,8.09,8.25,8.37
0,384,118.35,75.68,78.58,82.86,84.41,84.38,8.02,8.25,8.29,8.79
1,1730,152.83,110.13,98.42,99.35,99.02,99.24,8.31,8.24,8.36,8.59
1,639,253.09,192.82,182.59,187.81,188.25,188.47,7.77,7.82,7.97,8.13
1,550,120.83,80.89,70.90,71.15,71.26,71.43,7.05,7.03,7.10,7.12
1,334,193.08,147.81,145.84,139.10,139.22,139.40,6.94,6.95,7.15,7.24
1,314,164.97,109.44,95.19,96.13,95.96,95.70,8.39,8.26,8.39,8.54
1,493,127.85,82.09,72.85,71.98,71.27,71.05,7.12,6.97,7.00,6.94
0,1340,134.27,94.52,105.41,107.56,107.67,107.59,7.20,7.27,7.43,7.58
1,1302,208.76,132.89,118.41,118.87,118.55,118.39,7.69,7.74,7.75,7.90
1,4154,135.21,94.32,84.22,84.94,84.79,84.74,8.46,8.41,8.49,8.63
1,550,232.07,149.75,135.50,136.28,133.16,132.08,8.33,8.34,8.59,8.81
1,331,156.06,108.99,95.26,99.42,98.86,98.51,7.74,7.86,7.72,7.83
0,4357,146.01,100.25,110.07,114.58,115.05,115.09,8.29,8.40,8.70,8.91
1,819,156.04,118.41,104.94,111.38,111.83,111.83,7.10,7.25,7.31,7.50
1,541,202.67,142.17,125.21,121.23,121.86,122.03,7.59,7.46,7.60,7.72
0,572,168.88,121.69,132.45,141.76,142.17,142.19,8.44,8.71,8.99,9.19
0,253,156.39,115.75,131.41,130.15,131.07,132.55,7.87,8.14,8.52,8.62
0,1095,165.87,110.82,124.86,125.88,126.09,126.10,8.91,9.02,9.15,9.39
0,596,173.57,117.07,125.81,126.89,128.09,128.11,7.95,8.01,8.14,8.36
1,446,166.77,139.28,129.17,132.63,133.85,133.07,7.47,7.40,7.41,7.43
0,364,145.06,109.85,118.28,125.13,125.22,125.34,9.27,9.49,9.88,10.29
0,408,145.47,102.39,108.15,114.48,115.81,116.02,8.63,8.87,9.11,9.33
0,443,167.42,121.29,131.32,136.92,136.75,137.45,8.58,8.75,8.97,9.25
1,536,157.17,116.70,105.86,109.78,110.43,110.51,7.64,7.70,7.78,7.83
1,542,192.80,135.80,123.02,125.13,125.21,124.67,7.61,7.55,7.71,7.87
1,510,252.33,201.02,179.50,190.35,190.53,190.64,8.13,8.02,8.17,8.19
1,676,166.07,129.96,115.24,116.17,114.55,114.09,6.77,6.72,6.73,6.81
0,435,140.20,93.34,102.53,106.93,107.56,108.40,8.77,8.84,9.21,9.52
1,955,137.57,92.46,83.95,82.63,82.49,82.29,7.89,7.89,7.95,8.09
1,734,125.73,85.75,78.20,78.44,78.51,78.64,7.48,7.39,7.44,7.52
0,526,145.45,114.59,131.02,132.88,133.41,133.60,8.54,8.68,8.85,8.86
0,961,141.29,99.69,106.86,112.37,113.33,113.34,8.54,8.72,8.94,9.15
1,505,143.69,103.40,93.62,93.76,93.58,93.53,6.87,6.88,7.02,7.15
1,1394,114.46,69.32,58.84,59.32,58.84,58.80,7.04,7.00,7.01,7.12
0,688,129.81,91.95,99.30,101.10,100.75,100.81,7.82,7.90,8.08,8.21
1,341,169.28,128.41,123.31,124.46,126.06,126.07,7.79,7.85,7.97,8.00
0,379,119.16,83.04,95.60,97.02,97.63,97.59,8.22,8.49,8.58,8.88
1,588,139.14,109.23,99.13,101.72,101.61,101.67,6.74,6.63,6.56,6.56
1,372,170.95,109.84,97.04,98.19,98.40,98.30,8.70,8.55,8.65,8.88
0,966,174.59,118.93,133.63,136.47,137.24,137.44,8.43,8.66,8.85,9.03
1,1035,178.54,132.65,120.04,122.40,122.54,122.83,8.13,8.13,8.26,8.36
0,300,161.22,111.67,117.78,119.52,120.10,120.22,8.54,8.74,8.88,9.05
1,805,192.25,139.35,123.21,126.80,125.93,126.20,7.02,6.98,7.04,7.12
1,4674,92.95,63.32,55.65,56.81,56.94,56.95,7.50,7.50,7.61,7.77
1,1100,206.52,145.73,129.15,130.80,131.10,131.08,7.63,7.56,7.55,7.69
0,593,143.46,93.65,104.77,105.80,107.51,107.42,8.53,8.72,8.93,9.15
0,588,154.88,114.20,128.08,126.74,126.09,126.60,7.59,7.73,7.87,8.10
1,562,143.32,82.63,70.97,70.47,70.71,71.12,7.58,7.59,7.54,7.49
1,3157,145.72,101.71,92.44,94.13,93.97,93.83,7.92,7.90,7.95,8.06
1,914,157.67,115.64,105.74,104.05,104.20,104.20,7.83,7.74,7.82,7.96
0,1064,144.99,96.39,103.99,107.66,108.25,108.38,8.40,8.55,8.67,8.84
0,618,148.13,106.51,117.78,119.45,120.45,120.61,8.61,8.80,9.01,9.13
1,4410,145.91,102.68,92.49,93.23,92.70,92.74,8.61,8.56,8.64,8.82
0,5964,148.27,102.76,112.04,115.26,115.62,115.87,8.43,8.53,8.74,8.96
0,781,144.43,95.84,103.97,107.32,107.35,107.43,7.60,7.76,7.79,7.91
1,1633,109.37,70.77,63.06,63.70,63.67,63.72,7.75,7.75,7.84,7.94
1,4189,142.30,100.44,91.14,90.81,90.66,90.56,8.11,8.10,8.17,8.33
1,1551,126.21,82.71,73.47,74.97,74.92,75.01,7.54,7.47,7.49,7.62
0,456,142.08,90.56,95.74,99.42,100.37,100.63,7.56,7.67,7.85,8.04
1,773,139.60,97.75,93.36,94.55,95.05,95.19,7.61,7.55,7.64,7.73
1,1325,145.34,90.62,80.68,81.29,80.80,81.05,7.97,8.01,8.02,8.14
0,3778,154.51,108.53,118.96,123.39,123.97,124.17,8.22,8.36,8.63,8.79
0,768,140.18,96.27,106.15,111.52,112.02,112.38,8.00,8.06,8.28,8.43
0,5330,149.04,103.96,113.13,117.06,117.91,118.01,8.08,8.20,8.38,8.61
1,324,150.51,92.61,73.13,74.37,74.05,74.47,7.39,7.40,7.32,7.34
1,460,183.95,148.04,145.28,145.06,145.52,145.80,8.21,8.03,8.07,8.24
0,1309,149.71,106.02,114.72,120.77,121.19,121.31,8.46,8.55,8.68,8.85
0,5167,159.25,113.26,122.71,127.99,128.45,128.61,8.04,8.16,8.31,8.52
0,1095,161.67,108.08,121.69,122.64,123.31,122.93,7.86,7.99,8.22,8.38
0,448,154.14,97.80,105.74,107.96,108.53,108.50,7.96,7.99,8.34,8.51
1,150,334.67,253.05,242.17,262.84,263.02,260.84,8.70,8.72,8.81,8.82
1,1076,176.52,128.42,116.18,117.18,117.38,117.34,7.68,7.67,7.78,7.86
