Label,W2,W3,W4,W5,W6,W7
1,74.19,23.12,14.29,13.48,11.96,11.61
0,117.52,71.03,82.83,89.34,89.52,89.56
1,118.81,80.35,59.67,62.27,61.20,60.75
0,105.50,71.05,82.89,103.27,102.94,103.80
1,121.49,74.16,67.80,71.22,70.97,70.58
0,99.87,66.40,77.41,93.26,93.36,94.06
1,80.87,53.77,47.43,49.99,50.70,50.43
0,94.46,56.08,64.04,68.00,69.33,69.62
1,141.95,80.23,59.84,59.07,56.76,55.43
0,128.05,86.94,101.64,106.53,107.20,107.11
1,99.28,74.61,63.41,61.80,61.70,61.75
0,130.88,69.13,71.16,73.50,73.90,73.82
1,159.50,105.35,85.44,86.89,87.17,87.27
0,135.89,88.75,99.06,99.23,99.41,99.47
1,102.88,82.71,67.64,71.07,71.70,71.71
0,119.11,79.99,88.10,91.15,91.31,91.37
1,93.17,58.45,48.39,49.14,49.39,49.30
0,105.21,63.09,67.89,72.52,73.76,73.90
1,154.53,98.63,80.92,88.07,87.29,87.84
0,182.56,109.78,126.41,137.71,139.19,139.24
1,150.90,121.63,104.14,101.89,100.37,100.27
0,155.43,102.98,112.60,125.37,124.09,122.96
1,218.53,200.30,191.25,209.40,210.19,210.23
0,143.80,90.12,98.67,110.09,109.76,109.97
1,144.37,74.64,65.39,68.37,68.11,68.05
0,121.29,75.24,84.12,92.30,92.75,92.92
1,174.01,153.09,149.67,168.91,169.25,169.14
0,137.88,85.06,93.45,96.97,97.48,97.50
1,107.11,72.80,64.38,68.93,68.33,67.86
0,106.86,69.19,79.65,84.20,84.45,84.45
1,100.90,44.48,32.82,34.98,32.58,32.32
0,105.04,70.36,79.36,83.45,83.97,83.84
1,113.80,80.66,69.84,73.95,72.83,72.85
0,103.34,63.76,68.52,69.33,69.56,69.58
1,149.94,112.87,104.90,109.86,108.84,108.59
0,128.48,85.27,95.98,100.13,101.06,101.09
1,144.33,111.31,105.39,115.78,115.31,115.38
0,118.30,88.19,96.38,100.65,101.35,101.29
1,177.78,105.95,83.88,84.65,83.49,84.83
0,113.24,72.50,79.90,85.61,86.58,86.63
1,131.73,109.59,95.73,97.05,95.92,96.05
0,102.14,59.73,69.78,72.34,73.25,73.28
1,103.57,40.31,28.74,26.07,24.31,24.22
0,141.41,97.90,112.13,122.50,123.44,123.28
1,125.26,67.12,55.81,56.25,56.67,56.79
0,130.18,83.10,90.24,95.14,95.28,95.30
1,117.11,82.98,67.36,79.27,79.39,79.36
0,112.73,70.70,82.92,86.98,88.06,88.29
1,86.28,51.28,41.97,42.99,43.04,43.21
0,141.83,86.62,93.88,100.92,101.60,102.30
1,101.85,57.36,48.01,48.33,47.86,47.90
0,106.34,56.05,62.77,66.96,67.13,67.39
1,180.42,114.50,100.50,115.64,116.33,116.35
0,116.36,83.61,96.59,100.39,100.55,100.75
1,173.63,158.41,153.54,173.12,173.68,173.75
0,119.70,69.19,76.22,79.76,80.39,80.63
1,97.97,62.54,53.66,52.22,51.48,51.21
0,127.52,71.87,79.73,84.57,84.91,85.37
1,188.98,130.05,116.64,126.82,126.50,126.52
0,113.15,75.11,84.98,90.30,90.65,91.45
1,101.58,69.72,61.22,64.31,64.04,63.95
0,105.96,58.83,67.81,71.63,72.04,72.29
1,86.49,51.22,43.75,44.91,44.11,43.73
0,135.84,91.55,97.58,102.47,103.99,103.94
1,121.31,51.29,47.55,51.92,52.07,52.09
0,241.61,220.67,238.06,254.13,254.68,254.76
1,68.61,57.68,49.36,46.77,46.68,46.69
0,164.90,116.63,153.29,148.94,149.04,149.12
1,258.27,237.82,179.34,166.33,165.16,155.55
0,93.24,102.67,124.97,118.64,118.69,118.71
1,91.54,106.16,128.35,135.10,136.07,136.09
0,153.18,84.13,80.03,95.36,95.39,95.41
1,37.21,28.34,28.59,29.85,29.90,29.90
0,102.12,78.89,81.04,77.93,80.15,80.26
1,53.55,12.95,10.08,9.77,9.28,9.28
0,88.10,71.25,76.17,76.33,77.11,77.13
1,147.31,118.53,99.24,141.15,141.95,141.99
0,68.23,36.03,38.08,40.32,40.05,40.03
1,149.16,120.54,117.76,186.67,186.64,186.71
0,14.37,12.93,14.08,14.36,14.34,14.34
1,100.19,64.46,66.02,67.22,67.24,67.25
0,58.96,43.11,44.90,43.37,43.39,43.40
1,103.67,62.52,56.70,75.19,74.55,74.06
0,209.59,209.48,231.56,243.81,255.89,256.07
1,59.25,38.01,35.36,34.84,34.53,34.54
0,1119.74,1570.24,1603.22,1536.87,1537.51,1538.67
1,70.64,43.99,28.10,28.63,28.82,28.67
0,147.38,147.36,144.68,174.69,174.60,174.66
1,110.93,156.52,180.35,160.24,159.43,159.49
0,127.81,91.67,95.76,100.48,100.55,100.58
1,146.77,114.29,105.91,106.80,106.93,106.99
0,124.46,72.61,72.99,78.82,78.85,78.86
1,61.57,33.99,24.57,21.28,22.07,23.06
0,132.48,52.96,58.13,57.98,57.97,58.01
1,46.98,73.09,121.01,88.51,89.52,89.70
0,238.97,99.89,111.98,111.06,111.29,111.32
1,71.10,24.44,26.77,25.74,25.65,25.72
0,162.64,103.74,120.14,113.71,113.74,113.85
1,84.14,60.92,57.29,57.10,57.31,57.37
0,163.72,76.63,83.17,111.42,112.92,112.93
1,95.21,45.49,37.44,41.05,41.58,42.56
0,237.04,282.78,303.46,264.18,263.25,263.39
1,122.33,63.14,51.74,49.61,49.67,49.68
0,144.07,183.30,219.23,203.65,203.95,204.10
1,92.04,72.04,71.31,68.79,69.53,69.08
0,92.94,72.27,70.07,73.81,75.51,75.01
1,153.96,85.19,69.84,79.00,79.32,78.69
0,129.25,102.37,108.91,113.39,114.76,114.39
1,170.32,169.62,159.61,153.75,153.25,153.29
0,55.62,60.58,59.24,59.59,59.78,58.86
1,123.68,103.06,96.98,103.84,98.19,98.24
0,92.97,82.81,89.62,88.98,88.93,89.50
1,94.66,88.88,82.71,74.21,70.93,71.25
0,113.38,102.96,108.89,113.98,114.35,114.96
1,87.72,53.58,52.13,46.07,46.75,46.58
0,48.88,29.97,36.31,36.61,41.78,41.78
1,138.77,100.04,91.68,86.58,86.28,86.27
0,92.61,50.80,59.26,56.74,56.95,56.96
1,111.90,72.24,63.23,61.99,62.46,62.48
0,68.34,43.24,51.72,53.78,52.96,52.80
1,85.02,70.74,59.07,60.63,60.94,60.73
0,70.75,42.00,51.13,53.23,55.39,55.46
1,94.97,63.03,55.04,51.93,51.24,51.54
0,140.59,101.09,107.57,107.45,107.17,107.21
1,218.66,200.49,161.36,167.39,167.80,167.83
0,219.54,113.18,120.18,120.31,119.99,120.04
1,95.51,62.41,27.88,28.34,28.80,28.77
0,131.91,75.54,88.26,90.10,90.08,90.13
1,108.84,61.58,62.20,54.46,54.83,54.86
0,102.69,55.82,57.19,57.47,57.65,57.69
1,111.46,84.48,74.67,73.12,72.92,72.71
0,189.10,91.54,109.29,97.79,96.86,96.89
1,186.70,135.48,136.36,145.46,145.54,145.58
0,183.70,106.64,132.05,126.32,124.64,124.67
1,70.02,40.20,30.50,24.04,23.62,23.54
0,105.19,66.40,71.57,70.68,70.69,70.71
1,92.60,55.82,54.92,53.14,53.16,51.66
0,157.96,99.06,102.80,100.60,100.65,100.67
1,211.46,126.42,102.74,123.49,123.01,123.07
0,181.82,135.86,148.40,145.26,144.97,145.01
1,83.58,68.95,64.99,85.22,85.26,85.29
0,194.95,120.68,129.22,137.32,138.17,137.83
1,144.31,51.59,18.74,144.48,143.31,143.01
0,156.79,109.07,133.69,137.09,137.44,137.47
1,209.53,233.60,212.76,242.33,242.31,242.42
0,138.17,98.69,121.11,123.98,124.29,124.33
1,120.32,51.69,26.13,57.63,57.35,57.31
0,159.57,112.29,146.19,163.45,162.60,162.66
1,288.29,205.88,180.33,192.77,193.30,193.37
0,137.55,115.47,140.21,140.11,138.86,138.90
1,210.67,179.49,173.61,188.26,185.25,185.47
0,120.02,82.50,87.13,93.46,94.09,94.11
1,250.30,182.63,167.20,192.21,190.22,190.29
0,110.73,73.38,78.61,84.04,84.64,84.04
1,130.04,82.15,76.69,78.48,80.17,80.35
0,189.47,163.79,188.62,181.38,182.02,182.09
1,115.83,62.65,54.36,55.43,54.87,54.04
0,105.35,82.45,91.62,93.91,94.50,94.46
1,183.15,149.24,106.48,129.71,130.57,130.61
0,114.71,77.53,87.62,100.46,100.82,100.77
1,78.56,59.04,48.80,48.30,46.35,46.56
0,97.00,70.24,85.89,80.88,81.40,81.46
1,106.39,47.54,25.88,35.25,34.59,34.67
0,116.86,91.36,102.76,112.53,113.88,113.90
1,102.09,61.57,58.19,58.42,58.76,58.89
0,116.18,80.00,97.93,98.39,100.12,100.25
1,313.68,323.59,326.54,351.93,352.11,352.23
0,71.58,44.95,55.51,56.39,56.61,56.58
1,118.57,77.09,71.82,72.48,71.49,71.44
0,130.87,74.68,85.29,84.70,86.12,86.16
1,159.20,118.86,111.50,119.25,117.65,119.38
0,86.46,49.92,59.47,64.82,67.34,67.37
1,136.89,111.00,101.97,104.22,104.95,104.92
0,82.85,51.42,62.23,73.54,73.82,73.86
1,80.72,57.30,47.91,46.83,46.18,46.15
0,70.85,42.57,51.77,65.60,65.94,66.00
1,108.88,84.35,80.14,80.20,78.47,78.37
0,168.40,132.41,143.86,148.94,149.17,153.17
1,153.82,114.56,101.78,103.84,104.77,104.96
0,169.07,143.58,156.44,164.98,165.23,165.40
1,109.37,58.02,38.19,43.62,42.44,42.38
0,138.89,85.71,94.23,94.74,96.08,96.06
1,138.18,68.78,57.31,58.86,57.92,57.96
0,117.39,88.91,108.25,104.97,105.16,105.19
1,218.70,169.18,146.31,155.53,157.24,157.30
0,105.28,58.20,70.49,71.74,73.97,74.15
1,85.66,42.92,33.08,36.44,36.46,36.53
0,89.26,53.13,66.37,68.81,68.72,68.93
1,119.02,40.50,24.99,21.42,20.63,20.42
0,103.21,59.14,67.12,72.99,73.55,73.69
1,113.96,68.69,61.54,67.28,66.87,67.06
0,140.49,109.40,121.20,133.49,133.72,133.99
1,150.63,93.40,74.14,73.11,72.16,71.08
0,149.44,97.07,111.07,119.06,119.19,119.14
1,120.25,88.07,83.43,83.59,83.87,83.49
0,143.22,106.22,129.37,122.77,122.95,122.96
1,144.46,114.11,82.38,81.84,77.76,77.79
0,136.40,85.92,93.97,94.11,94.85,94.84
1,126.61,61.81,46.38,48.00,46.72,46.94
0,123.21,71.39,76.92,78.83,79.66,79.63
1,144.12,109.49,95.85,95.40,95.78,95.74
0,92.58,64.00,71.97,73.10,73.08,73.23
1,138.87,110.08,108.20,113.67,111.97,111.89
0,178.49,77.40,83.73,100.55,97.30,97.34
1,93.15,56.37,41.06,44.21,43.62,43.60
0,178.58,77.27,80.33,91.48,89.30,89.34
1,206.48,195.59,199.87,206.55,207.48,207.56
0,75.89,49.43,58.50,59.47,59.45,59.63
1,207.08,156.50,139.42,148.89,148.98,149.10
0,123.61,88.11,95.37,96.58,97.38,98.02
1,101.08,65.54,54.88,58.59,58.09,58.13
0,91.47,61.43,64.00,65.95,66.92,66.92
1,149.15,101.74,99.99,98.23,98.34,98.35
0,115.06,70.09,76.57,75.21,75.53,75.58
1,123.71,105.93,99.91,106.77,107.10,107.01
0,115.98,72.33,80.71,82.18,82.54,82.63
1,165.82,63.75,44.27,56.18,55.36,55.82
0,109.21,72.03,86.13,91.05,90.52,91.09
1,99.09,66.64,56.49,62.38,63.54,63.61
0,94.93,66.34,79.82,80.59,82.24,82.75
1,91.77,66.95,64.73,62.19,61.80,61.90
0,133.91,79.31,93.03,94.12,95.03,95.06
1,101.76,59.08,49.22,54.22,54.02,53.89
0,137.03,84.09,98.95,102.57,103.45,103.51
1,175.99,105.46,82.47,91.51,91.36,91.52
0,111.67,68.69,74.60,76.54,76.64,76.83
1,101.06,67.44,60.03,64.37,64.69,64.65
0,112.17,66.36,75.80,77.22,77.48,77.48
1,175.98,121.77,108.51,111.10,110.59,110.37
0,147.47,103.72,115.59,120.12,121.45,122.68
1,78.23,48.03,35.00,33.31,32.61,32.19
0,172.04,97.54,107.27,125.41,125.53,125.57
1,90.45,57.40,51.89,48.86,49.30,49.16
0,124.89,77.95,88.06,91.24,92.17,92.12
1,106.55,69.09,58.01,59.08,58.78,58.66
0,131.55,82.87,91.14,94.93,95.52,95.49
1,130.93,74.44,67.40,71.38,70.14,70.13
0,155.46,95.12,108.09,110.00,110.34,110.38
1,113.56,68.90,61.36,65.86,67.16,67.30
0,130.17,76.34,84.47,90.38,91.66,91.70
1,90.75,47.75,35.05,34.44,33.64,33.64
0,129.47,85.02,101.52,103.86,104.22,104.22
1,147.62,114.33,104.97,116.35,116.58,116.53
0,137.65,83.17,94.00,102.74,102.52,102.60
1,160.19,115.43,101.93,106.44,106.33,106.50
0,103.19,62.90,72.47,72.61,72.87,72.91
1,124.03,76.03,64.58,69.24,69.56,69.56
0,120.15,70.48,82.71,88.67,89.47,89.54
1,155.81,81.80,60.64,67.65,66.96,66.94
0,139.30,87.11,97.47,102.56,104.06,104.36
1,157.83,130.37,109.73,110.69,111.94,112.00
0,116.13,78.74,89.76,92.98,93.82,93.81
1,145.45,77.70,63.81,65.40,65.43,65.40
0,108.04,70.83,78.00,79.82,79.79,80.18
1,221.28,184.66,178.06,191.78,190.86,191.75
0,129.33,88.54,99.40,109.14,109.87,109.86
1,97.08,60.56,50.50,53.82,53.61,53.54
0,129.35,85.55,94.80,95.69,96.37,96.39
1,208.67,168.21,147.93,156.90,154.74,153.82
0,103.51,75.10,86.28,88.27,88.82,88.43
1,111.47,79.42,66.71,70.22,68.10,68.03
0,126.42,85.22,91.90,98.63,99.31,99.50
1,134.51,88.41,72.36,75.21,73.83,73.79
0,111.71,72.60,81.94,90.16,90.68,90.92
1,50.59,37.60,32.99,34.11,31.94,32.04
0,164.06,144.03,155.12,164.05,164.24,164.29
1,107.56,59.61,49.12,47.92,47.36,47.23
0,190.58,125.48,169.68,164.92,164.73,164.75
1,187.82,158.33,155.89,164.33,164.73,164.79
0,817.81,654.38,850.06,816.13,816.59,816.92
1,145.84,220.06,244.14,282.18,282.36,282.50
0,158.85,102.30,119.09,126.27,126.48,126.55
1,134.94,36.94,31.68,30.89,31.75,31.33
0,369.79,313.74,332.88,341.65,341.79,341.88
1,24.06,17.16,19.53,16.36,16.35,16.35
0,83.76,66.63,73.06,74.15,74.23,74.21
1,131.87,93.31,80.77,95.28,95.33,95.36
0,116.59,91.01,100.10,109.70,109.91,109.97
1,93.26,63.49,50.60,47.68,47.34,47.58
0,278.04,301.72,404.08,392.22,392.39,392.51
1,78.48,56.26,53.22,58.93,59.78,59.79
0,63.35,54.74,59.32,56.70,56.71,56.72
1,114.07,59.37,53.87,52.87,52.88,52.90
0,118.38,57.40,74.59,75.88,76.00,76.10
1,77.61,55.68,55.45,62.41,62.42,62.40
0,79.27,39.53,59.41,54.97,55.04,55.09
1,149.13,51.02,42.71,77.46,77.98,78.01
0,176.09,122.51,146.77,134.05,134.11,134.15
1,106.79,33.48,17.07,11.46,7.65,7.04
0,111.92,58.35,65.64,58.19,57.83,57.79
1,239.67,181.88,145.08,180.74,179.08,179.01
0,1329.73,308.35,368.05,559.87,560.17,560.31
1,178.04,189.26,196.94,189.62,189.71,189.79
0,250.83,99.23,106.03,142.45,142.45,142.45
1,33.86,18.64,18.59,19.37,20.32,20.33
0,244.63,113.02,125.40,166.65,166.62,166.60
1,66.43,33.02,24.79,22.12,23.18,23.20
0,214.74,128.23,149.05,180.80,182.58,182.69
1,315.36,339.91,261.25,305.51,306.65,306.79
0,99.91,64.65,71.99,75.22,76.31,76.46
1,241.97,202.70,202.69,208.14,207.77,207.60
0,58.54,36.70,34.62,36.80,36.38,36.39
1,305.31,340.86,241.24,214.09,220.13,224.55
0,77.88,50.84,51.79,53.11,52.70,52.72
1,140.10,125.36,113.62,143.31,144.06,144.06
0,115.55,63.47,62.31,59.33,59.10,59.12
1,217.63,182.67,181.24,184.33,181.78,182.08
0,82.97,55.71,72.95,74.65,74.56,74.60
1,113.20,58.85,50.07,56.42,55.39,55.62
0,319.68,152.02,182.73,197.53,197.61,197.84
1,144.77,90.27,86.16,85.41,83.64,83.93
0,119.89,69.25,79.79,81.08,82.48,82.50
1,70.72,67.22,64.27,63.59,64.18,64.18
0,95.25,79.76,97.57,104.05,103.52,103.30
1,152.85,123.13,121.18,126.79,126.26,126.16
0,257.20,145.55,165.79,238.91,239.11,239.23
1,70.89,36.43,31.82,27.40,27.16,27.03
0,68.36,48.85,52.92,57.30,56.92,57.06
1,151.57,98.59,88.13,93.56,94.07,94.09
0,60.52,45.75,48.76,51.91,51.37,51.52
1,80.41,52.81,43.35,42.49,43.46,43.48
0,244.22,193.45,266.47,316.85,317.14,317.26
1,170.68,106.07,95.44,94.87,95.05,95.08
0,149.49,124.17,138.09,150.46,152.74,152.58
1,106.82,57.13,49.71,59.97,57.82,57.62
0,88.99,66.33,72.56,75.38,75.63,75.66
1,210.04,106.88,107.56,111.84,111.64,111.52
0,84.73,57.86,64.21,65.05,65.28,65.30
1,68.68,55.71,58.17,62.85,63.64,63.59
0,463.98,511.66,537.40,519.73,519.94,520.09
1,109.14,49.88,27.74,22.03,18.49,17.73
0,207.24,174.56,183.09,189.77,189.69,189.76
1,102.35,75.41,64.10,63.12,63.22,63.24
0,141.86,112.11,116.51,124.44,125.11,125.15
1,202.36,184.18,189.73,174.72,176.76,177.29
0,155.28,124.06,131.43,145.89,147.14,147.18
1,69.13,30.10,17.62,14.49,14.92,14.03
0,147.26,105.40,98.71,100.92,104.74,104.65
1,70.26,39.76,35.32,33.94,33.76,34.28
0,165.19,107.16,81.22,92.75,100.02,99.82
1,127.05,73.35,61.25,71.19,71.29,71.31
0,110.79,58.37,63.31,65.86,66.30,66.37
1,131.49,86.55,80.42,81.57,82.02,82.05
0,114.36,46.93,41.93,44.98,45.36,45.43
1,133.82,98.63,90.99,105.53,105.48,105.50
0,85.40,45.08,56.02,56.83,57.11,57.12
1,164.22,112.62,106.55,109.08,109.92,109.21
0,85.40,45.08,56.02,56.83,57.11,57.12
1,94.59,70.68,55.38,59.90,59.07,59.05
0,161.78,128.07,129.17,148.84,147.81,147.91
1,84.16,43.17,32.34,31.63,31.23,30.20
0,118.13,95.33,101.12,112.79,112.18,112.24
1,98.31,76.80,73.48,71.41,71.90,70.80
0,113.95,77.64,82.75,86.26,85.63,85.32
1,160.19,112.11,104.59,131.12,130.06,130.09
0,61.49,51.70,61.13,62.11,63.13,64.94
1,124.08,61.83,44.01,70.31,70.87,70.98
0,99.62,97.37,107.87,110.46,111.15,112.16
1,68.95,44.69,41.55,33.22,32.62,32.33
0,172.15,115.47,123.21,142.65,144.94,144.85
1,131.98,90.40,80.54,94.91,95.68,95.66
0,135.48,80.09,85.95,108.86,110.19,109.91
1,124.66,73.26,52.43,52.46,53.32,53.19
0,84.99,68.23,77.61,77.77,77.55,77.63
1,160.33,119.54,100.19,121.71,119.30,119.99
0,75.95,51.77,60.40,61.17,60.58,60.73
1,85.93,37.86,24.40,32.06,31.96,32.84
0,77.02,47.65,59.60,59.36,58.38,58.51
1,72.87,30.53,20.97,17.49,16.67,15.80
0,125.87,109.45,144.22,149.40,149.74,149.79
1,114.44,57.13,47.67,47.60,47.84,47.48
0,73.69,46.26,77.72,81.07,81.12,81.15
1,94.60,44.12,27.52,37.93,37.66,37.37
0,145.59,76.68,93.14,94.73,95.58,95.62
1,75.70,51.39,46.73,46.04,45.32,45.51
0,164.64,92.88,109.49,111.82,111.34,111.39
1,78.18,66.03,57.13,56.53,55.76,54.10
0,124.19,87.48,106.01,110.21,110.64,110.68
1,167.09,103.12,84.31,95.37,92.39,91.59
0,184.59,147.43,170.71,180.14,181.17,181.21
1,103.81,57.55,50.61,50.13,49.95,49.89
0,185.70,135.37,162.96,173.75,174.63,174.68
1,117.89,76.26,64.44,63.93,62.21,62.68
0,178.63,98.10,99.50,99.14,100.67,100.71
1,178.34,121.31,107.53,119.50,115.22,115.26
0,144.28,98.71,111.43,111.92,112.60,112.79
1,91.63,39.24,18.03,44.59,42.99,42.35
0,111.47,54.84,57.18,56.63,56.77,56.79
1,135.49,93.50,79.54,80.36,79.72,79.85
0,99.96,66.07,77.75,90.23,92.16,93.54
1,299.17,324.21,307.53,320.92,322.04,322.12
0,115.04,84.41,97.03,106.21,107.30,110.12
1,125.29,107.39,70.03,76.24,73.07,73.83
0,131.44,92.65,103.92,121.31,121.55,121.55
1,155.34,118.19,93.03,103.58,103.87,103.96
0,225.30,173.70,186.86,186.01,186.16,186.21
1,98.49,69.82,55.41,54.73,54.54,53.78
0,143.66,95.11,102.84,105.62,107.52,108.27
1,98.89,66.98,60.80,63.83,64.51,64.52
0,100.65,59.93,65.59,68.75,70.42,71.07
1,153.64,102.27,88.73,89.85,89.48,89.46
0,110.06,64.55,77.70,77.29,77.51,77.37
1,150.40,121.27,109.89,116.80,116.57,116.60
0,162.45,102.68,121.76,128.78,128.50,128.54
1,95.59,57.49,38.77,48.88,48.55,48.43
0,162.60,110.35,129.04,135.89,135.59,135.64
1,156.96,132.48,119.88,118.92,118.66,118.70
0,143.21,82.28,93.09,98.79,98.92,98.94
1,131.36,83.72,68.75,73.28,73.52,73.53
0,98.16,63.20,69.81,74.13,74.13,74.13
1,251.94,216.83,214.91,211.89,208.08,208.22
0,123.53,79.75,91.64,98.25,98.21,98.31
1,89.06,48.01,38.14,41.77,42.42,43.24
0,120.18,69.76,82.80,88.37,88.39,88.42
1,187.23,123.03,99.79,115.75,115.03,114.95
0,150.88,109.04,125.56,123.48,123.84,123.83
1,104.38,66.36,57.77,58.60,58.44,58.83
0,106.85,61.24,69.00,75.14,74.97,74.74
1,194.24,132.29,123.73,127.79,125.22,125.20
0,110.44,70.19,80.71,80.16,80.09,80.05
1,117.54,84.45,72.90,73.11,73.36,73.13
0,160.58,104.96,114.03,112.21,113.98,114.02
1,267.27,190.27,164.66,214.58,214.55,214.61
0,172.05,99.14,106.44,105.20,106.56,106.60
1,180.23,130.35,118.95,125.88,126.98,126.76
0,114.09,67.13,73.83,80.46,80.10,80.35
1,176.82,125.49,116.18,124.41,124.32,124.60
0,150.48,99.17,108.65,113.49,114.01,113.94
1,173.46,116.69,102.64,111.58,111.48,111.42
0,137.79,97.00,111.54,114.51,115.39,115.46
1,108.77,61.59,49.62,50.71,50.54,50.78
0,128.83,65.45,75.86,76.10,76.56,76.58
1,78.74,50.24,42.90,43.94,43.15,42.14
0,113.90,72.62,84.08,88.60,89.15,89.17
1,105.53,52.42,43.87,47.40,47.73,47.53
0,128.35,75.80,86.69,93.22,92.59,92.78
1,93.23,59.53,48.72,54.98,55.08,54.17
0,127.78,89.93,97.44,104.35,105.88,106.06
1,114.75,44.38,16.77,35.95,35.85,36.03
0,146.03,94.17,113.19,118.03,118.54,118.77
1,104.86,63.65,54.99,57.73,57.69,58.00
0,104.66,70.48,78.54,85.77,86.94,85.28
1,69.59,39.77,33.71,36.92,36.42,35.92
0,130.89,79.54,87.80,96.88,97.22,97.24
1,161.73,125.74,110.42,117.45,119.33,118.40
0,113.81,72.66,80.07,84.11,84.51,84.68
1,131.16,43.40,21.30,46.11,45.89,45.04
0,104.45,69.53,79.41,84.04,83.98,84.09
1,104.09,68.94,58.13,65.79,65.56,65.54
0,134.62,86.89,94.33,100.48,101.64,101.83
1,97.28,71.15,65.00,66.92,66.10,65.90
0,163.47,110.32,122.55,131.20,132.96,132.86
1,143.99,87.97,75.20,75.10,74.68,74.74
0,116.45,71.77,79.56,87.08,86.84,86.75
1,93.25,61.52,48.04,50.14,49.70,49.54
0,136.51,93.59,108.52,114.09,114.28,114.44
1,175.53,100.46,91.72,103.68,104.32,104.49
0,132.21,82.07,90.27,93.40,93.45,93.53
1,120.82,100.83,93.97,97.14,97.38,97.66
0,106.32,64.64,71.27,75.55,75.97,75.96
1,194.33,133.16,113.35,124.13,124.20,123.96
0,133.41,77.80,88.78,100.83,101.37,101.49
1,101.01,66.25,55.94,57.88,58.01,58.16
0,111.17,74.06,83.00,91.30,91.13,91.10
1,121.05,76.89,76.46,71.31,71.34,71.36
0,171.26,122.62,132.81,137.40,137.61,137.35
1,104.15,64.39,67.78,71.44,71.52,71.53
0,107.74,83.56,104.77,95.13,95.18,95.21
1,100.49,95.27,107.45,102.34,102.42,102.46
0,103.60,92.89,134.89,101.22,101.24,101.26
1,136.00,59.46,18.50,199.62,199.69,199.76
0,135.32,76.41,75.40,77.10,77.12,77.13
1,159.18,82.30,77.07,75.71,76.90,76.93
0,245.19,257.55,235.68,252.53,252.60,252.64
1,40.21,31.82,23.31,22.31,22.29,22.30
0,83.90,57.39,59.65,57.37,57.61,57.62
1,79.39,51.39,45.74,45.23,47.55,47.58
0,177.34,124.43,138.11,140.00,141.26,141.25
1,54.83,26.74,19.31,19.90,19.61,19.61
0,65.76,72.89,72.69,71.95,71.99,72.00
1,155.93,130.74,102.14,102.95,102.60,102.62
0,121.95,107.33,108.75,109.64,109.66,109.71
1,141.51,128.16,125.05,124.40,116.64,116.67
0,127.97,110.47,146.85,142.43,143.41,143.47
1,155.86,60.15,15.30,8.37,8.03,8.44
0,49.25,30.80,37.16,35.80,32.58,32.59
1,63.23,34.18,26.89,27.81,27.26,27.05
0,67.80,30.51,32.20,27.39,26.40,26.41
1,225.24,197.01,216.78,209.60,209.72,209.79
0,205.35,175.18,186.29,194.99,196.89,178.08
1,268.04,259.05,268.31,257.40,257.53,257.59
0,250.34,290.10,308.04,294.71,294.91,295.04
1,147.60,154.23,148.16,147.42,151.76,151.98
0,58.71,63.74,81.39,90.23,91.05,91.27
1,1113.40,408.26,449.76,594.70,594.97,595.15
0,43.63,38.01,51.52,58.46,59.02,59.03
1,65.33,56.82,58.58,55.97,55.55,55.57
0,275.53,169.20,183.04,249.41,249.42,249.58
1,69.11,48.11,41.96,34.57,32.51,31.72
0,193.83,109.28,118.71,141.95,142.20,142.25
1,125.63,120.30,118.90,120.08,120.17,120.25
0,358.16,321.73,337.03,345.35,345.54,345.78
1,138.03,169.51,145.00,130.74,129.92,129.87
0,308.79,283.72,284.10,284.30,284.43,284.58
1,30.55,14.72,6.40,6.03,5.95,5.66
0,74.50,35.21,39.61,43.24,43.25,43.28
1,74.98,32.66,15.67,12.81,12.43,12.02
0,153.26,61.65,61.22,64.41,64.83,64.84
1,63.27,48.77,40.50,48.85,50.68,51.63
0,74.78,50.13,53.44,54.46,54.05,54.08
1,186.70,126.07,111.04,109.22,108.02,107.73
0,105.57,57.77,63.91,64.95,65.09,65.12
1,113.14,96.18,81.80,78.59,81.20,81.44
0,132.78,95.29,108.76,125.06,125.67,126.71
1,68.50,79.31,80.12,78.86,80.32,80.45
0,206.89,109.39,119.41,113.35,114.82,114.85
1,107.25,48.96,29.05,24.28,22.96,22.96
0,112.05,85.46,96.79,97.01,97.63,97.64
1,93.01,68.80,62.02,72.95,73.27,73.29
0,118.31,95.38,115.49,118.28,120.03,119.95
1,136.82,65.52,45.41,53.15,53.69,53.73
0,97.07,65.33,69.80,77.23,77.28,77.30
1,152.03,99.16,51.33,44.38,43.77,44.49
0,159.46,98.26,112.64,127.70,127.19,127.22
1,272.68,227.69,204.28,204.21,204.41,204.47
0,94.66,68.99,76.39,77.20,77.28,77.30
1,182.36,176.62,166.61,167.58,168.15,168.22
0,92.70,77.04,86.31,85.96,86.06,86.08
1,112.65,62.20,66.30,62.72,63.43,63.69
0,138.02,85.47,104.57,103.74,103.31,103.36
1,166.48,116.04,115.54,140.18,139.01,139.06
0,137.75,93.59,97.03,118.51,118.72,118.77
1,85.12,46.52,37.69,34.71,33.65,33.50
0,112.78,57.10,64.22,79.75,81.72,82.44
1,88.89,50.33,44.78,50.83,49.11,49.01
0,92.53,36.39,41.09,66.30,68.56,68.73
1,127.43,53.48,32.17,38.43,35.72,36.31
