Label,W3,W4
0,78.56,88.90
0,76.43,84.97
0,71.08,79.75
1,49.08,29.80
1,79.12,68.44
1,63.98,49.54
0,76.94,86.95
1,143.30,130.54
1,83.59,70.59
0,82.33,92.44
1,89.94,77.57
0,75.72,85.56
0,69.64,80.44
1,65.40,48.21
1,78.71,64.92
0,74.98,84.00
0,83.93,94.72
1,67.67,58.27
1,106.88,94.33
1,76.88,64.13
1,125.84,113.16
1,58.53,47.68
0,73.35,83.67
0,76.25,86.05
1,96.47,83.66
1,68.03,54.54
0,72.71,83.38
0,75.85,85.15
0,77.96,89.36
1,79.27,67.74
0,72.75,84.11
1,75.63,62.68
0,72.70,82.16
0,78.96,87.69
0,77.42,87.35
0,68.14,77.28
1,130.98,119.17
1,83.45,63.56
0,80.59,90.98
0,80.00,91.13
0,77.83,85.92
1,88.87,72.51
1,65.18,56.75
1,68.60,59.71
1,87.62,73.10
0,73.15,82.56
1,59.50,39.44
0,75.28,85.97
0,71.86,82.46
1,99.25,87.75
1,56.86,46.87
0,75.88,86.40
1,114.46,99.89
1,105.17,91.19
0,73.60,82.92
1,82.35,73.66
0,74.31,83.59
1,70.20,55.34
0,75.03,86.09
0,69.98,77.97
0,72.68,81.94
0,77.03,86.17
0,78.47,88.76
1,77.09,62.60
0,70.56,79.64
1,100.64,91.11
1,103.16,90.57
1,73.87,63.45
0,81.48,92.49
0,80.37,91.66
0,72.22,81.61
0,74.35,83.14
1,104.58,90.04
0,74.16,84.26
1,101.31,87.78
0,73.55,82.60
1,82.71,64.08
0,71.06,79.61
0,72.64,80.86
1,141.21,122.72
0,70.56,78.92
0,69.88,78.83
0,75.92,85.75
0,73.83,83.19
0,80.30,90.82
1,76.94,65.75
0,84.73,94.56
1,117.07,102.45
1,67.24,57.72
0,74.61,84.23
0,78.31,87.73
1,75.54,67.54
1,82.40,73.31
0,70.78,79.39
1,73.97,60.37
1,133.48,120.28
0,78.17,87.65
1,61.18,52.65
1,81.90,66.88
0,82.48,91.88
1,90.25,77.55
0,71.59,79.24
1,56.07,37.51
0,65.36,74.67
0,73.82,83.94
0,74.28,83.43
0,79.06,87.97
0,85.01,94.89
1,56.69,47.13
1,77.57,61.99
1,88.07,76.91
0,81.37,90.41
1,58.67,45.73
1,65.47,52.66
0,75.03,84.41
1,101.16,82.66
1,93.32,82.24
1,81.13,61.13
0,74.64,83.47
0,73.91,85.33
1,73.72,64.69
1,91.59,78.99
0,79.64,89.79
1,81.39,67.96
1,80.17,50.68
0,80.36,90.97
0,70.53,80.71
0,72.94,81.80
0,74.16,82.78
0,71.88,80.87
0,77.82,89.17
0,73.71,82.49
1,88.50,77.04
0,73.09,82.19
0,78.77,89.68
1,111.96,101.22
1,95.24,71.37
1,125.55,113.45
1,80.56,68.46
0,67.76,76.72
0,77.62,87.57
0,70.54,79.11
1,100.18,85.83
0,71.46,82.33
1,87.73,73.59
1,71.66,63.23
0,80.34,90.91
0,77.71,88.36
1,92.04,78.03
1,94.04,74.42
0,69.69,78.32
0,73.27,81.03
0,76.40,84.57
1,98.72,87.35
1,101.93,85.41
1,72.91,60.27
1,84.93,74.64
1,67.38,49.74
1,123.29,106.99
0,75.70,82.53
1,90.33,74.87
1,50.43,24.43
1,110.87,98.84
1,102.16,88.53
1,69.56,58.74
1,54.62,43.93
0,73.86,83.88
1,101.87,88.67
1,70.44,59.25
1,89.79,76.50
1,38.29,21.61
0,77.97,87.62
1,99.00,84.66
1,68.22,59.09
0,74.87,84.14
0,79.13,88.77
0,72.31,82.99
0,71.68,80.31
1,74.02,63.23
0,73.54,81.17
0,71.30,80.77
0,70.20,79.12
1,64.38,47.14
1,82.89,60.07
1,60.97,48.90
1,100.86,88.55
0,78.61,89.59
1,77.95,65.36
1,98.33,83.53
0,80.50,88.69
0,79.37,92.27
1,75.62,61.33
1,70.23,57.65
0,79.66,89.91
1,118.93,106.33
0,75.15,85.25
1,104.11,91.18
1,129.68,112.39
0,77.39,87.72
1,94.47,80.50
0,76.03,86.65
1,107.99,95.94
1,72.70,49.40
1,72.20,60.74
0,76.11,84.95
0,80.55,91.51
1,62.15,45.43
1,86.39,75.91
1,75.45,62.76
0,73.24,82.73
0,79.06,89.53
1,86.06,73.83
0,72.57,81.98
0,72.94,82.38
1,76.54,64.50
1,63.51,53.39
1,79.49,67.71
0,77.10,87.75
1,69.02,51.43
1,90.08,66.63
0,78.70,88.30
0,76.08,85.16
0,73.23,82.97
1,63.30,48.46
1,54.62,35.20
0,65.75,75.51
0,77.54,86.96
0,72.10,81.10
0,80.74,91.72
1,106.71,93.78
1,92.98,78.98
0,79.99,91.05
1,80.87,69.57
1,68.25,57.22
0,77.59,85.57
0,69.42,78.02
1,106.46,95.79
0,78.89,89.16
1,75.12,64.73
0,78.16,89.03
1,113.01,99.21
1,76.35,65.73
0,78.00,87.89
0,75.64,85.77
1,111.14,99.86
0,79.66,88.43
0,71.98,82.13
1,104.99,95.41
0,75.71,85.48
0,73.50,82.09
0,68.92,77.52
0,76.39,85.11
1,66.28,55.65
0,71.55,80.04
1,97.61,80.63
0,80.04,91.00
0,73.88,83.13
1,62.25,40.25
1,81.20,65.43
0,72.11,81.11
0,69.92,79.72
1,65.28,38.19
0,73.03,81.66
0,77.36,89.46
1,123.34,106.38
1,75.16,66.07
1,84.45,73.19
0,68.64,77.94
1,108.19,93.41
1,74.67,62.00
1,90.15,63.57
0,70.15,78.60
1,88.04,75.32
0,67.11,76.52
0,76.75,84.73
0,77.39,88.89
0,70.13,80.41
0,73.92,83.50
0,77.29,86.58
0,79.29,90.71
0,68.56,76.80
0,73.85,81.87
0,71.52,79.59
0,64.68,73.54
0,69.46,79.11
1,71.95,58.25
1,84.49,68.48
1,75.42,63.80
0,73.79,83.26
1,79.40,67.86
0,81.00,91.29
0,72.65,80.57
0,75.60,85.21
0,75.46,83.55
1,64.17,53.25
1,96.10,82.28
1,66.85,45.74
0,72.66,81.94
1,85.20,74.88
0,71.44,78.58
0,81.56,90.28
0,73.56,81.49
1,89.56,76.42
0,76.10,84.06
1,96.32,83.40
1,95.98,84.70
0,66.32,76.59
0,76.10,85.84
0,75.33,84.71
0,77.27,86.26
1,69.89,58.98
1,71.25,59.62
1,79.69,66.56
1,108.60,99.02
0,80.62,90.37
1,102.33,87.79
0,78.64,88.68
0,79.05,89.48
1,50.66,33.01
1,88.79,74.53
0,75.66,85.74
0,75.77,85.92
1,74.54,59.98
1,89.07,65.37
1,99.37,83.71
1,84.53,71.98
0,77.28,85.98
1,81.76,67.93
0,74.34,84.83
1,65.94,43.88
1,57.84,43.31
1,74.57,64.02
1,100.87,85.09
1,73.14,58.75
0,84.52,96.26
0,72.61,82.59
1,83.95,76.04
0,78.07,87.79
0,76.05,85.78
1,63.33,50.89
1,97.95,73.35
1,63.69,52.56
1,73.44,64.56
0,72.74,81.89
1,78.62,70.88
0,74.63,83.87
0,73.53,83.77
1,73.90,64.30
1,87.75,70.68
1,98.48,85.16
1,58.10,45.35
1,62.90,52.81
0,76.81,86.64
1,106.39,89.92
0,70.84,80.20
1,58.48,48.36
0,80.69,91.36
0,83.24,93.69
0,71.85,81.63
1,46.75,33.62
0,73.68,83.32
1,76.97,66.98
1,82.12,72.11
1,58.69,46.76
0,74.54,83.69
0,72.80,81.55
1,99.05,90.51
1,77.92,60.63
1,132.31,121.14
1,65.33,52.93
0,73.69,83.22
1,59.64,41.76
0,71.12,78.83
0,74.27,83.05
1,87.38,71.34
0,78.71,86.77
1,90.53,79.89
1,73.03,60.89
1,101.77,84.61
1,75.11,61.62
0,77.57,87.87
1,63.25,54.86
0,73.54,81.19
1,73.01,59.97
0,74.05,84.16
0,77.81,86.85
0,77.13,88.92
1,77.01,64.81
1,137.51,123.03
1,81.47,66.38
1,83.66,72.64
0,76.07,85.93
0,79.78,90.11
0,81.88,93.12
0,77.78,87.74
0,76.00,85.28
1,67.28,56.18
0,74.28,83.29
0,75.77,85.00
0,78.45,87.41
1,81.62,68.34
1,97.15,82.99
0,78.35,88.93
1,101.27,85.06
1,110.63,95.37
1,97.20,84.54
1,87.27,71.45
0,75.27,84.89
0,73.92,83.49
1,75.23,65.06
0,83.77,94.18
1,91.77,74.85
1,67.86,55.56
0,72.83,81.87
1,96.11,79.99
1,88.08,75.28
1,92.27,70.17
0,70.76,79.56
1,82.58,69.73
0,74.99,84.46
1,108.63,93.45
0,69.74,78.01
0,79.60,89.48
1,108.44,95.08
0,73.04,83.47
0,75.21,84.47
1,83.05,70.18
0,75.13,82.28
1,66.81,58.14
1,125.19,106.51
1,77.69,62.30
1,123.28,110.23
1,88.10,79.84
0,77.46,88.61
1,43.00,28.74
0,75.80,86.70
0,72.68,81.74
0,73.12,82.26
1,44.89,28.33
1,71.96,60.00
1,60.45,49.57
1,125.18,103.06
1,75.87,66.31
0,73.46,82.11
1,84.48,72.38
0,73.23,82.99
0,76.66,86.24
0,83.05,93.27
1,49.47,32.98
0,71.22,79.66
1,104.90,91.35
1,76.81,68.38
0,73.49,81.09
0,75.06,83.27
0,75.13,84.52
0,73.84,83.90
1,76.37,59.75
0,79.12,87.80
1,74.15,64.58
1,63.27,51.44
1,62.17,52.43
1,59.53,49.11
1,52.61,27.93
0,76.11,86.01
0,74.08,84.12
0,80.32,89.94
1,77.25,63.32
1,81.28,70.51
1,127.34,109.92
0,70.27,79.74
0,76.12,84.99
0,72.26,80.54
0,79.90,89.01
0,75.97,85.22
0,75.59,84.96
0,82.74,93.75
0,75.57,85.46
0,73.12,82.47
0,73.59,83.02
0,72.97,81.47
1,76.68,64.91
1,90.29,80.84
1,128.64,113.57
0,76.53,85.14
0,79.57,90.34
0,71.65,81.59
1,82.66,72.03
0,76.60,84.36
0,72.31,81.02
1,85.64,76.05
0,72.72,81.38
0,70.56,79.88
1,81.08,45.21
0,79.48,89.06
1,73.72,58.47
1,97.10,85.71
0,74.63,84.86
0,70.02,78.84
0,75.46,84.96
1,102.30,89.66
0,74.78,83.97
1,97.90,85.88
0,71.73,79.74
1,123.40,109.12
1,90.64,80.39
1,94.16,82.89
1,95.76,80.39
0,72.96,82.64
1,83.86,70.93
0,77.21,88.35
1,68.29,59.63
0,81.32,91.39
0,72.23,82.31
0,69.52,79.01
1,75.33,64.40
0,73.31,82.78
1,83.76,73.83
0,71.46,79.91
1,102.39,88.43
1,68.81,57.39
0,76.81,87.57
0,79.46,89.21
0,73.97,84.58
1,80.88,65.31
0,80.32,89.95
0,74.01,83.82
0,76.47,86.24
1,75.34,60.90
1,60.64,51.36
1,83.26,71.82
1,92.91,77.65
0,82.90,92.80
1,91.89,76.93
0,82.18,91.96
0,82.13,92.65
0,75.78,85.14
1,132.89,118.78
0,79.03,88.36
1,80.12,68.99
1,117.66,100.61
0,81.92,92.05
1,77.64,64.44
0,75.21,84.93
1,100.34,86.87
0,78.62,87.77
1,41.54,22.76
0,76.39,85.96
1,101.59,88.94
1,56.36,42.46
1,74.96,62.94
0,72.60,82.46
0,71.69,80.03
1,103.45,92.89
0,74.88,85.92
0,73.97,82.26
1,63.37,52.55
1,105.68,91.27
1,75.66,60.27
1,57.34,43.09
1,75.62,50.50
0,74.42,84.05
0,68.78,77.96
0,78.75,89.92
1,98.26,83.53
1,86.36,74.71
0,76.23,86.86
0,79.20,90.68
0,76.78,85.85
0,73.84,83.68
0,81.43,89.99
1,67.65,54.62
1,71.01,61.56
0,78.70,89.92
0,69.49,77.93
0,71.12,80.39
1,66.55,54.85
0,71.73,81.34
0,80.37,90.90
1,65.68,54.67
1,126.48,109.85
1,76.81,67.66
1,80.77,70.08
1,86.87,72.25
1,94.98,81.33
1,69.02,53.10
0,73.44,82.92
1,70.59,50.08
1,100.96,88.28
0,78.48,88.31
1,57.25,46.55
0,74.76,83.46
1,86.76,72.64
1,85.28,75.56
0,74.30,83.73
1,107.09,93.57
0,76.08,85.79
0,85.29,94.77
1,115.79,101.23
0,78.16,87.44
0,74.63,84.63
0,71.14,79.70
1,104.52,93.72
0,77.11,86.85
1,80.79,69.98
0,74.29,84.49
1,99.23,72.57
0,66.83,76.86
0,82.64,92.61
1,90.62,71.35
1,78.28,65.96
1,74.15,56.08
0,74.92,83.69
0,83.12,93.06
1,99.22,84.49
0,75.00,85.30
1,116.15,99.31
1,95.12,85.59
0,69.14,78.14
0,75.09,85.15
0,69.52,78.25
0,70.00,78.63
1,94.17,81.83
0,73.40,82.54
1,81.25,68.18
1,61.73,46.17
1,152.94,120.37
0,71.97,80.15
1,88.70,77.12
1,152.40,136.20
1,73.38,61.82
0,74.84,84.79
0,80.74,92.04
0,76.45,86.84
0,80.02,88.71
1,69.47,61.37
1,61.43,51.85
0,75.15,85.32
1,75.21,65.29
1,71.40,48.65
1,74.97,65.52
1,93.11,80.01
1,139.66,127.27
1,90.88,74.57
0,85.39,95.25
0,85.40,96.71
1,102.31,92.13
1,81.62,69.58
0,70.40,78.96
1,84.54,69.86
0,75.47,85.81
1,58.33,47.00
0,75.56,86.49
1,70.45,56.05
1,73.54,59.72
0,73.59,82.58
1,110.34,94.46
1,123.92,111.70
0,75.95,86.24
1,83.93,70.69
1,76.64,64.05
0,71.49,81.58
0,88.25,99.98
1,73.12,63.10
0,73.05,80.73
1,82.04,69.15
1,106.25,93.36
1,87.51,73.70
0,83.27,95.03
1,112.67,98.82
1,78.28,65.13
1,52.33,34.20
1,55.12,46.56
1,96.21,88.22
0,79.88,89.77
0,73.61,83.37
1,57.05,46.43
0,67.65,75.83
1,83.61,73.29
0,80.97,91.91
0,77.23,87.48
0,76.74,86.34
0,69.93,76.94
1,71.13,53.11
0,74.76,83.71
1,97.75,82.39
0,70.77,80.57
0,72.99,82.89
0,78.78,88.16
1,95.45,79.77
1,93.15,79.46
1,66.67,56.24
1,98.73,87.68
1,98.42,88.65
0,82.47,93.98
0,77.68,86.14
0,74.57,84.82
0,75.64,83.80
0,75.59,84.82
0,82.56,91.69
1,72.41,61.86
0,83.33,93.68
1,115.45,95.45
0,77.92,87.23
1,65.34,42.19
1,54.83,38.36
1,66.00,50.06
1,61.47,47.07
1,48.07,32.05
1,119.34,107.43
1,60.45,47.26
1,60.62,44.35
0,72.72,83.11
1,119.88,109.24
1,68.12,53.50
0,72.25,81.25
1,79.23,67.27
0,74.72,83.26
0,76.82,87.18
1,87.86,74.91
0,79.15,88.54
0,73.15,82.57
0,72.80,82.92
0,72.92,82.30
0,78.42,89.30
0,73.12,84.88
1,106.36,93.51
0,74.37,83.20
0,78.95,88.68
0,72.32,82.88
0,74.38,84.10
1,76.83,65.81
1,59.57,47.35
0,76.40,85.37
0,74.93,85.02
0,78.00,87.99
0,74.17,82.73
0,79.25,87.83
1,91.19,67.07
0,68.27,76.84
0,74.61,83.86
0,80.67,92.62
0,75.55,85.60
1,80.17,68.48
0,73.12,82.80
0,71.65,80.73
1,93.50,80.57
1,147.03,128.08
0,75.65,85.84
0,83.07,92.18
0,77.36,86.51
0,78.78,88.41
1,70.66,61.22
0,81.49,89.29
0,73.96,82.59
0,75.23,84.58
0,79.41,88.92
0,75.91,86.31
0,75.32,85.08
1,80.51,68.46
1,83.90,70.91
1,143.86,127.02
1,103.32,91.10
1,66.62,56.51
1,72.38,64.16
0,79.60,90.10
0,70.59,80.42
1,91.93,77.24
1,119.49,105.00
0,74.98,85.35
0,74.36,84.11
0,77.70,87.47
0,76.82,88.11
1,74.35,53.53
1,88.23,73.43
0,79.61,89.57
1,83.78,57.77
0,66.58,76.70
0,74.79,84.71
0,82.74,92.48
1,80.64,68.07
0,71.20,79.78
1,80.80,71.50
0,74.67,83.87
1,75.39,64.89
1,65.02,56.70
0,80.10,89.43
0,75.41,84.90
0,77.96,86.93
1,87.38,76.43
0,78.64,87.74
1,89.66,71.25
1,83.02,68.23
1,69.40,58.69
0,78.65,87.70
1,85.29,68.56
1,89.90,75.79
0,75.57,84.20
0,73.69,81.32
1,149.87,138.13
0,84.81,94.64
1,62.08,52.80
1,83.35,58.35
0,74.58,84.00
0,79.36,88.14
1,72.02,62.01
1,104.65,91.88
1,113.60,96.30
0,72.68,82.69
1,111.96,100.96
0,82.90,95.35
1,84.28,73.23
1,86.05,76.03
1,93.65,80.74
1,85.57,76.22
0,86.41,97.65
0,67.08,75.51
1,95.93,81.51
1,78.85,69.23
1,89.24,77.19
0,72.96,84.78
1,63.06,54.51
1,83.80,63.37
1,65.76,52.54
1,56.78,25.52
0,74.70,83.99
1,105.76,90.38
1,82.39,72.66
1,98.77,81.71
1,122.35,110.46
0,74.31,84.07
0,74.08,83.10
1,96.69,83.87
0,71.67,80.56
1,67.86,59.38
1,66.82,55.36
0,81.84,91.90
0,77.17,86.46
0,77.60,86.54
1,76.08,61.14
1,66.41,54.24
1,107.52,93.55
0,75.78,84.73
1,110.73,100.53
1,66.51,46.74
0,78.31,89.26
0,73.87,83.13
0,82.47,92.29
1,77.62,61.54
0,71.98,81.38
0,81.20,91.89
0,72.21,82.02
1,74.65,64.86
1,96.25,83.85
0,74.07,84.07
0,80.86,90.71
0,72.37,83.05
1,87.82,76.23
1,111.15,99.06
0,74.23,83.65
1,105.04,92.58
0,76.04,85.34
1,79.23,66.17
0,79.58,88.35
0,72.10,81.46
0,71.29,82.45
0,70.20,79.40
1,75.61,57.14
1,89.18,78.54
0,82.15,91.69
0,76.01,85.20
0,77.60,87.59
0,78.94,89.37
1,83.02,70.72
1,87.13,73.86
1,98.90,86.70
0,80.45,90.04
0,80.93,91.30
0,75.05,86.57
1,79.59,66.92
0,77.29,87.72
1,59.65,48.07
0,72.29,81.67
0,75.17,85.38
1,79.66,66.88
0,76.10,85.57
0,76.03,85.24
1,75.52,61.63
1,73.70,58.51
1,141.63,124.66
1,76.16,57.66
0,74.94,84.19
1,88.89,77.96
1,138.39,122.99
1,94.45,80.31
1,69.61,60.29
0,71.41,78.78
1,80.41,66.94
1,69.72,54.90
0,77.76,87.02
0,74.34,84.18
0,76.88,87.83
1,80.91,59.54
1,71.03,47.35
0,77.03,87.60
0,74.80,83.73
1,105.41,78.92
1,67.86,55.08
0,68.16,79.65
0,75.03,84.96
1,94.06,75.81
1,89.27,76.82
0,78.49,88.78
1,109.37,97.10
1,105.73,95.40
0,82.33,92.71
1,76.23,64.25
1,93.61,76.00
1,76.21,58.28
0,70.44,79.31
0,74.62,84.20
0,77.41,86.50
1,88.67,73.76
1,104.81,90.94
0,74.30,83.27
1,65.89,53.56
1,135.70,113.49
1,81.09,68.74
1,83.57,71.74
0,82.63,93.29
1,106.34,89.30
0,63.30,72.75
1,82.11,68.66
1,86.96,74.66
0,71.98,80.78
0,74.20,84.35
0,75.93,84.87
0,72.64,82.42
1,84.75,70.92
0,79.59,88.13
1,103.01,88.12
1,72.79,61.31
0,79.70,90.29
0,69.12,77.53
0,72.81,83.47
1,79.25,68.50
1,85.63,72.23
0,71.09,80.64
0,75.17,84.89
0,74.40,84.33
0,74.27,83.73
0,72.84,83.47
1,143.03,127.43
1,73.57,62.06
0,77.01,86.81
1,85.06,67.80
0,72.44,80.57
0,72.25,81.10
1,73.66,63.29
1,73.10,51.81
1,76.55,62.65
1,87.84,75.96
1,103.31,90.54
0,76.30,86.98
0,73.74,83.10
0,73.91,84.04
0,71.07,81.23
1,102.00,86.98
0,74.35,84.81
1,73.57,59.62
1,62.75,52.95
1,57.64,47.27
0,78.38,86.78
0,68.94,77.89
0,77.58,86.61
1,83.09,73.74
0,77.92,88.56
0,71.39,79.82
1,87.69,76.23
0,72.18,81.28
0,76.11,85.24
1,80.90,69.57
0,70.12,80.06
0,73.18,84.04
1,62.21,44.54
0,80.80,90.49
0,80.72,89.55
0,71.67,80.43
1,76.90,65.55
1,64.10,50.58
1,72.59,58.43
0,78.08,88.36
1,76.87,63.93
1,83.56,72.27
1,101.35,87.98
0,83.39,95.68
1,94.53,76.80
1,108.17,91.61
0,66.80,76.64
1,91.80,76.79
0,79.69,90.11
0,76.04,85.62
0,78.11,88.00
0,79.93,88.64
1,74.81,57.90
1,106.47,93.05
1,110.96,98.32
0,72.48,80.53
1,99.30,84.95
1,104.58,93.70
0,73.87,82.93
1,101.75,80.28
0,68.68,78.08
0,74.02,83.01
1,48.82,32.47
1,85.45,76.43
0,75.32,84.33
0,80.66,91.71
1,113.68,99.05
1,127.48,116.02
1,95.60,83.94
1,65.31,54.51
1,56.89,30.01
0,80.18,89.60
0,73.66,82.72
1,89.10,71.60
1,126.19,111.13
0,74.09,83.34
0,83.01,94.76
0,72.30,81.25
1,106.89,94.11
0,73.88,83.06
1,96.62,86.36
0,70.82,79.67
0,75.26,83.30
0,74.67,86.43
0,70.31,80.22
1,61.16,52.34
1,75.62,57.13
0,72.82,80.54
0,72.56,81.63
0,74.86,85.60
1,67.02,53.67
1,72.28,56.88
1,89.78,70.12
1,99.00,88.28
0,73.25,83.41
1,77.31,66.36
0,74.80,84.24
0,69.23,78.73
1,137.33,124.73
1,93.85,85.01
0,67.56,76.12
1,82.43,70.60
1,86.85,73.42
0,71.44,80.74
1,88.02,70.83
0,83.22,92.77
1,96.60,82.54
0,72.95,83.60
0,68.33,75.55
0,76.60,87.31
0,77.05,86.74
0,69.48,78.39
1,60.83,38.02
0,76.28,86.71
1,90.96,74.85
1,84.84,72.93
1,79.42,66.80
0,76.33,87.54
0,77.63,88.58
0,74.95,85.79
0,81.55,90.20
1,65.49,57.03
0,79.95,90.18
1,62.95,52.53
0,71.59,81.17
1,81.85,65.59
0,74.43,84.57
0,65.44,73.89
1,78.06,61.53
0,72.38,82.88
0,72.74,81.44
0,70.34,78.34
0,75.90,84.76
0,82.16,92.62
1,94.54,81.10
0,80.10,89.66
1,99.63,82.86
1,119.24,99.67
0,64.84,73.24
0,76.24,85.76
1,73.96,65.48
1,74.35,64.54
0,85.24,94.16
1,116.42,100.94
1,76.95,66.51
0,73.44,83.46
1,108.60,95.20
1,63.41,52.91
0,78.83,88.97
1,70.60,58.77
0,72.11,80.52
1,61.64,48.51
0,75.74,84.68
0,71.06,80.15
0,67.81,77.63
0,75.77,85.95
0,72.09,81.11
1,70.22,60.23
1,65.35,56.29
1,101.98,92.07
0,76.10,85.30
1,64.46,52.87
1,123.04,112.24
0,71.51,81.23
1,59.74,43.39
1,86.42,68.08
1,80.55,70.62
0,74.78,86.15
0,73.00,81.37
1,57.51,45.60
1,99.80,85.44
0,82.80,94.21
1,115.12,100.82
1,70.72,60.32
0,83.13,95.23
0,69.17,77.40
0,78.30,88.11
0,74.55,84.39
0,77.79,86.86
0,72.16,81.26
0,74.70,83.57
1,99.60,87.43
0,78.69,89.34
0,88.12,97.40
1,113.66,102.48
1,84.04,69.64
1,84.38,70.62
1,98.77,84.09
0,76.69,86.05
0,73.94,83.53
0,85.29,95.63
1,118.52,107.06
0,74.88,82.97
1,40.71,21.74
1,79.91,67.17
0,76.19,86.91
0,84.98,95.48
1,77.13,68.77
1,87.43,74.11
0,71.97,79.90
0,70.94,80.58
0,68.91,76.89
1,68.11,53.69
1,74.24,64.09
1,93.18,81.49
1,97.09,79.74
1,91.76,79.09
1,68.03,54.13
0,83.62,93.93
1,118.25,95.68
1,108.21,93.93
1,119.03,106.25
1,59.78,49.79
1,108.40,97.38
1,78.16,67.41
0,74.31,84.31
1,80.43,55.12
1,93.69,80.35
1,76.19,62.04
1,59.14,43.88
0,71.29,81.58
1,78.42,67.21
1,73.15,57.98
0,71.35,80.29
0,75.16,84.17
0,71.37,80.93
0,73.27,84.13
1,89.52,77.93
0,70.90,80.36
0,76.30,85.96
0,76.35,87.29
1,83.77,73.03
1,60.90,50.91
1,100.94,85.70
1,64.68,54.54
0,71.48,79.63
1,94.70,82.04
1,100.10,85.20
0,71.19,79.45
0,78.00,88.42
1,79.30,69.97
1,60.92,48.35
0,74.32,83.75
1,65.44,51.32
0,72.57,81.34
1,66.27,44.73
1,58.22,39.54
0,74.78,84.60
1,99.78,81.15
0,72.30,81.60
1,76.91,60.05
1,88.60,76.16
1,56.03,34.84
0,73.07,82.45
0,77.37,88.53
1,58.58,43.41
1,81.85,62.83
1,87.04,73.66
0,73.23,81.18
0,74.07,82.11
1,88.07,77.35
0,77.94,88.07
0,74.74,82.30
1,101.09,82.17
1,90.32,78.95
1,69.94,57.58
0,68.52,77.08
1,63.44,52.84
1,106.68,92.80
0,73.87,84.00
0,71.14,79.78
0,71.21,80.02
1,124.31,114.08
1,78.65,68.23
0,74.28,85.16
0,72.80,82.31
0,80.50,91.32
0,77.84,88.15
1,88.39,76.01
1,93.10,80.75
0,65.41,73.59
1,91.97,82.71
1,106.27,96.18
0,69.61,78.99
0,70.03,79.29
1,70.59,61.59
0,70.97,79.64
1,111.97,101.83
0,72.98,83.12
1,74.35,63.22
1,80.71,70.69
0,70.52,80.15
0,75.12,83.86
1,100.35,87.80
0,76.22,86.64
0,88.59,99.59
1,85.36,60.47
0,72.85,82.26
0,79.09,89.30
0,73.72,81.70
0,74.52,84.51
1,109.32,91.57
0,75.90,85.39
1,80.09,69.86
0,76.58,87.32
0,76.11,85.66
1,71.14,61.31
1,75.84,60.38
0,77.01,86.98
0,80.58,88.93
1,93.83,84.91
0,75.57,85.20
0,70.64,79.91
1,97.67,79.70
1,81.99,65.89
1,77.38,66.16
0,79.36,88.47
1,72.57,66.92
1,85.05,75.60
1,73.60,62.00
0,73.09,81.99
1,95.39,82.97
0,80.12,90.71
0,70.82,80.25
0,75.91,85.00
0,68.44,77.81
0,75.85,84.97
0,69.20,78.85
0,77.72,89.40
0,74.18,83.43
0,68.01,77.22
0,74.46,86.49
0,84.85,97.35
0,77.19,87.42
1,73.60,56.36
1,60.61,48.58
1,97.98,82.52
0,74.68,83.62
1,75.64,61.25
0,75.29,84.23
0,73.90,84.45
0,75.66,85.57
0,77.21,86.25
1,74.33,65.05
1,75.66,65.79
1,82.09,67.73
0,77.11,86.80
1,78.66,65.39
0,79.70,90.65
0,80.44,91.70
0,76.84,86.73
1,78.10,68.68
0,77.63,86.95
1,79.62,69.85
1,60.28,48.50
0,79.07,90.14
0,74.41,83.90
0,74.72,85.78
0,78.24,88.86
1,70.40,58.58
1,113.35,92.51
1,84.49,56.03
1,70.29,44.74
0,76.24,86.50
1,78.76,65.18
0,84.66,95.77
0,78.29,87.53
1,94.92,75.24
1,71.10,59.97
0,78.30,87.78
0,72.94,82.36
1,121.02,109.22
1,92.08,75.91
1,78.88,67.09
1,93.06,69.41
0,71.35,79.52
1,70.83,60.55
0,76.24,85.54
1,155.25,145.22
1,81.67,70.00
1,60.49,53.98
1,79.80,63.49
1,47.17,30.46
0,77.87,86.47
0,78.64,87.85
1,112.66,97.18
0,75.43,84.72
0,77.72,86.70
1,59.46,42.49
1,68.18,58.31
1,60.44,44.78
1,93.39,77.03
0,78.43,88.99
1,76.67,67.79
0,72.91,82.45
0,77.12,87.01
1,93.17,83.80
1,67.85,59.30
1,108.45,97.78
1,94.71,75.91
1,86.99,74.93
0,79.67,89.96
1,78.39,69.55
0,75.43,84.41
1,80.09,68.92
0,73.06,83.61
0,74.81,84.91
0,66.57,75.42
1,79.31,70.60
0,74.16,83.04
1,76.48,54.91
1,67.19,56.58
1,93.68,83.32
0,78.91,87.91
0,68.27,77.63
1,95.48,75.80
1,91.62,79.75
1,65.50,50.37
1,59.62,49.33
0,72.46,82.04
1,93.35,77.95
0,68.04,76.83
0,67.64,76.75
1,95.65,83.64
0,77.53,87.98
1,78.53,56.69
1,131.51,119.03
1,76.56,66.23
1,90.27,77.72
0,75.50,83.77
1,71.03,57.29
0,79.24,87.10
1,68.73,55.31
0,75.35,85.89
0,67.09,75.57
0,79.25,89.10
1,110.42,97.65
1,81.04,71.61
1,114.55,101.51
1,75.67,52.74
0,77.88,88.33
0,70.53,79.44
0,76.12,85.62
0,73.35,82.43
0,73.95,83.80
1,96.72,82.84
0,77.27,88.38
0,75.34,84.51
