Label,W2,W3,W4,W5,W6,W7
1,147.15,96.47,88.52,91.14,91.36,91.41
0,117.79,80.28,92.15,99.28,100.08,100.19
0,157.88,106.14,117.78,123.36,124.27,124.46
0,191.34,135.91,147.72,143.66,144.30,144.39
1,131.55,93.97,87.58,88.92,88.77,88.96
0,145.64,113.66,137.11,144.65,145.28,145.39
1,119.53,78.89,72.06,74.04,73.66,73.71
1,204.86,146.93,142.56,146.39,146.26,146.56
0,179.86,122.73,137.78,145.46,146.08,146.15
0,144.60,90.63,98.75,101.91,102.26,102.37
1,171.44,125.18,120.60,125.31,124.99,125.05
1,232.32,197.25,186.46,192.23,192.60,192.66
0,152.82,100.61,109.32,113.90,114.87,114.94
0,203.06,147.61,169.42,167.28,167.24,167.34
0,128.80,77.90,84.46,92.68,93.68,93.52
1,120.12,88.91,81.80,81.65,81.55,81.46
1,178.03,136.77,129.70,131.66,131.75,131.87
1,106.77,76.91,72.85,73.15,73.50,73.52
1,141.79,97.11,87.94,89.20,88.87,88.62
1,171.58,117.91,112.89,115.21,115.46,115.72
1,263.53,230.73,216.72,226.06,226.02,226.21
0,118.35,71.92,78.58,82.86,84.41,84.38
1,152.83,108.61,98.42,99.35,99.02,99.24
1,253.09,189.01,182.59,187.81,188.25,188.47
1,120.83,80.19,70.90,71.15,71.26,71.43
1,193.08,148.00,145.84,139.10,139.22,139.40
1,164.97,106.53,95.19,96.13,95.96,95.70
1,127.85,81.22,72.85,71.98,71.27,71.05
0,134.27,92.63,105.41,107.56,107.67,107.59
1,208.76,130.19,118.41,118.87,118.55,118.39
1,135.21,91.68,84.22,84.94,84.79,84.74
1,232.07,147.74,135.50,136.28,133.16,132.08
1,156.06,104.42,95.26,99.42,98.86,98.51
0,146.01,97.08,110.07,114.58,115.05,115.09
1,156.04,113.78,104.94,111.38,111.83,111.83
1,202.67,142.21,125.21,121.23,121.86,122.03
0,168.88,115.09,132.45,141.76,142.17,142.19
0,156.39,117.94,131.41,130.15,131.07,132.55
0,165.87,109.70,124.86,125.88,126.09,126.10
0,173.57,114.87,125.81,126.89,128.09,128.11
1,166.77,135.16,129.17,132.63,133.85,133.07
0,145.06,107.90,118.28,125.13,125.22,125.34
0,145.47,95.53,108.15,114.48,115.81,116.02
0,167.42,116.50,131.32,136.92,136.75,137.45
1,157.17,113.98,105.86,109.78,110.43,110.51
1,192.80,134.68,123.02,125.13,125.21,124.67
1,252.33,188.51,179.50,190.35,190.53,190.64
1,166.07,127.39,115.24,116.17,114.55,114.09
0,140.20,91.03,102.53,106.93,107.56,108.40
1,137.57,92.12,83.95,82.63,82.49,82.29
1,125.73,85.06,78.20,78.44,78.51,78.64
0,145.45,112.26,131.02,132.88,133.41,133.60
0,141.29,95.66,106.86,112.37,113.33,113.34
1,143.69,101.91,93.62,93.76,93.58,93.53
1,114.46,68.10,58.84,59.32,58.84,58.80
0,129.81,90.89,99.30,101.10,100.75,100.81
1,169.28,124.76,123.31,124.46,126.06,126.07
0,119.16,80.80,95.60,97.02,97.63,97.59
1,139.14,104.61,99.13,101.72,101.61,101.67
1,170.95,106.59,97.04,98.19,98.40,98.30
0,174.59,118.13,133.63,136.47,137.24,137.44
1,178.54,130.57,120.04,122.40,122.54,122.83
0,161.22,111.22,117.78,119.52,120.10,120.22
1,192.25,136.35,123.21,126.80,125.93,126.20
1,92.95,61.50,55.65,56.81,56.94,56.95
1,206.52,141.31,129.15,130.80,131.10,131.08
0,143.46,93.71,104.77,105.80,107.51,107.42
0,154.88,116.02,128.08,126.74,126.09,126.60
1,143.32,79.91,70.97,70.47,70.71,71.12
1,145.72,98.93,92.44,94.13,93.97,93.83
1,157.67,114.17,105.74,104.05,104.20,104.20
0,144.99,93.74,103.99,107.66,108.25,108.38
0,148.13,105.64,117.78,119.45,120.45,120.61
1,145.91,100.95,92.49,93.23,92.70,92.74
0,148.27,100.66,112.04,115.26,115.62,115.87
0,144.43,92.46,103.97,107.32,107.35,107.43
1,109.37,69.26,63.06,63.70,63.67,63.72
1,142.30,98.97,91.14,90.81,90.66,90.56
1,126.21,80.34,73.47,74.97,74.92,75.01
0,142.08,86.99,95.74,99.42,100.37,100.63
1,139.60,97.08,93.36,94.55,95.05,95.19
1,145.34,88.90,80.68,81.29,80.80,81.05
0,154.51,105.39,118.96,123.39,123.97,124.17
0,140.18,93.01,106.15,111.52,112.02,112.38
0,149.04,101.90,113.13,117.06,117.91,118.01
1,150.51,88.09,73.13,74.37,74.05,74.47
1,183.95,146.62,145.28,145.06,145.52,145.80
0,149.71,102.10,114.72,120.77,121.19,121.31
0,159.25,109.94,122.71,127.99,128.45,128.61
0,161.67,107.28,121.69,122.64,123.31,122.93
0,154.14,95.31,105.74,107.96,108.53,108.50
1,334.67,236.19,242.17,262.84,263.02,260.84
1,176.52,126.41,116.18,117.18,117.38,117.34
0,181.09,121.83,134.13,138.22,139.01,139.41
1,179.37,120.74,121.93,121.51,121.36,121.28
1,220.68,154.87,146.82,144.15,143.74,143.20
0,176.39,124.17,139.52,143.51,144.44,144.43
0,145.59,93.46,102.61,105.29,107.67,107.51
1,90.57,58.72,50.53,49.89,49.93,49.73
0,165.81,121.84,136.95,140.05,140.36,140.37
1,254.37,200.50,199.65,203.11,203.39,203.54
0,145.10,86.49,99.14,103.32,102.94,102.92
1,277.79,203.06,179.54,183.46,184.99,184.90
1,179.91,124.28,114.16,113.13,111.19,111.45
0,108.54,72.58,83.79,88.66,90.14,90.12
0,176.90,124.67,138.82,147.50,148.13,148.33
1,225.03,163.18,145.57,143.37,142.48,141.18
0,142.44,104.07,114.98,116.67,116.61,116.53
0,153.66,97.50,108.34,110.34,110.64,110.65
1,149.03,93.97,85.43,89.14,88.20,88.09
0,163.80,108.58,116.50,120.33,121.54,121.60
0,198.46,141.13,157.25,159.93,160.44,160.77
0,132.81,91.73,101.51,103.67,104.05,104.07
0,149.80,112.44,131.42,133.04,133.44,133.36
1,198.49,133.26,121.33,122.61,122.38,122.39
0,140.49,92.09,107.23,109.36,110.46,110.93
1,103.80,73.80,70.66,70.06,70.30,70.22
0,129.65,87.47,98.81,101.66,102.28,102.45
0,145.52,101.83,115.73,122.03,121.69,122.10
1,148.81,106.13,102.78,103.66,102.72,102.66
1,230.85,178.18,180.07,188.32,188.41,188.84
0,146.28,85.69,98.80,103.91,104.53,104.55
0,134.37,89.99,100.18,104.55,105.63,105.73
1,165.45,119.95,108.10,107.27,106.62,106.77
0,159.47,100.37,114.48,124.26,124.95,124.45
0,153.54,101.12,116.11,118.00,118.40,118.73
1,326.62,244.11,214.18,216.43,216.46,216.53
1,231.70,184.61,176.21,184.18,184.26,184.47
1,148.93,93.05,80.12,82.82,81.90,81.97
0,132.15,85.65,97.44,99.75,100.11,100.16
1,185.39,129.49,123.87,127.12,127.46,127.48
1,114.07,79.33,70.74,71.61,72.01,72.07
1,120.19,87.32,81.10,79.32,79.54,79.76
0,158.32,114.40,129.15,132.94,132.78,132.61
1,119.34,68.08,59.60,59.10,58.44,58.49
0,149.41,102.58,113.10,117.02,117.98,117.89
0,205.99,135.40,145.51,149.35,150.19,150.23
0,124.65,86.67,102.78,105.12,105.71,105.72
0,119.96,87.89,101.37,96.82,95.53,95.97
0,151.30,102.41,114.64,118.70,119.42,119.54
0,179.14,112.10,127.71,133.82,134.09,134.24
0,175.95,126.97,141.38,145.97,146.49,146.61
0,164.34,119.16,136.30,136.47,135.92,135.96
0,142.02,96.60,106.51,109.73,109.79,109.93
0,137.04,91.40,99.59,100.44,99.68,99.95
0,131.77,82.22,91.95,96.97,97.93,97.82
0,148.21,99.17,110.44,115.16,115.72,115.88
1,215.24,146.38,133.88,146.09,145.67,146.07
1,128.96,87.33,80.19,81.91,81.52,81.54
1,193.37,150.54,147.31,146.81,147.14,147.16
0,162.48,113.09,126.50,130.12,130.37,130.37
1,155.91,107.90,97.39,99.00,97.78,97.54
0,155.14,103.71,113.42,116.87,116.80,116.84
0,185.32,143.07,157.93,160.71,161.81,161.87
0,141.59,92.60,102.97,104.56,105.27,104.77
0,160.62,112.56,125.03,130.72,131.11,131.33
1,295.50,248.96,245.51,244.98,245.83,246.54
1,164.49,101.93,91.07,92.24,92.38,92.31
1,126.96,80.46,70.15,71.16,71.19,71.17
0,143.11,87.49,99.10,104.01,105.15,105.27
1,164.05,114.63,103.96,104.99,105.22,105.25
0,155.97,100.77,114.84,117.38,118.19,118.26
0,161.10,112.79,123.96,132.31,132.43,132.70
0,150.56,95.19,115.74,116.94,116.96,117.17
1,142.49,108.51,97.84,102.21,101.94,101.94
0,172.94,110.60,123.43,128.75,129.59,129.86
1,211.90,177.57,172.44,176.94,176.95,177.30
1,239.95,178.88,175.07,180.08,180.59,181.57
0,130.12,101.17,114.11,116.62,116.34,116.39
0,152.08,111.13,124.09,125.55,125.56,125.64
0,167.99,125.85,144.22,144.81,145.28,145.41
0,245.80,189.73,210.61,216.68,217.38,217.47
1,155.05,111.62,108.05,114.35,114.35,114.78
1,197.09,167.00,162.03,166.04,165.96,166.05
1,165.92,112.47,107.66,109.56,109.47,109.75
1,136.58,99.08,92.32,93.97,94.37,94.57
0,154.25,115.19,132.41,130.77,130.11,130.03
1,129.89,93.77,84.22,84.95,85.04,85.30
0,173.41,125.73,129.98,140.94,140.85,140.93
0,138.89,98.25,109.30,111.61,113.22,113.36
1,218.83,166.56,158.56,153.62,152.52,153.08
1,173.57,110.60,99.32,100.28,99.79,99.95
0,155.66,108.60,121.31,125.09,125.67,125.76
0,136.06,89.18,98.51,102.02,103.41,103.11
1,156.53,105.77,99.28,101.17,101.56,101.20
1,192.52,149.78,139.70,142.68,142.42,142.54
1,130.51,84.70,74.65,75.12,74.64,74.40
1,191.98,128.57,118.07,121.25,121.45,120.73
0,240.53,172.28,193.43,200.76,202.01,202.14
1,179.38,134.06,127.54,127.45,126.96,127.23
0,125.76,83.51,95.54,97.80,98.10,98.40
1,212.33,159.13,147.81,157.24,156.85,156.26
1,202.67,140.13,135.21,138.87,138.58,137.84
1,222.61,161.33,152.89,157.85,158.12,158.53
1,134.13,94.60,88.32,88.79,88.65,88.50
1,115.48,73.30,66.53,67.05,66.63,66.55
0,145.85,103.00,115.72,117.67,117.92,118.30
0,125.81,92.14,100.51,104.04,104.56,104.82
1,290.05,235.09,215.52,215.11,213.57,214.06
0,138.08,90.89,101.95,103.77,103.77,104.01
0,175.67,122.43,139.58,142.96,143.41,143.46
1,139.06,86.74,75.36,76.65,76.25,76.02
1,190.98,150.17,142.17,141.67,141.81,141.78
1,164.05,113.26,102.63,102.70,102.56,102.28
1,115.24,81.85,75.46,78.47,78.75,78.72
0,183.04,120.89,130.06,140.10,139.87,139.95
1,251.50,197.34,187.87,190.64,189.94,189.86
0,170.60,117.91,132.13,138.47,138.95,139.07
0,149.28,92.01,105.08,109.32,110.63,110.97
1,138.44,84.77,79.16,80.37,79.73,79.64
1,124.35,99.98,95.94,96.31,96.28,96.73
1,114.84,59.63,46.20,45.09,44.74,44.58
1,219.09,152.40,149.40,152.40,152.90,153.35
1,171.34,119.44,103.43,107.20,106.48,106.41
0,136.55,92.85,104.80,106.51,106.93,106.95
1,167.96,114.79,106.41,107.72,107.89,107.90
0,134.90,93.44,105.14,112.32,112.32,112.18
1,140.23,93.09,80.61,80.88,80.59,80.09
0,137.20,90.84,102.27,106.04,106.64,106.59
0,151.62,105.48,119.01,123.75,124.61,124.81
0,181.67,132.05,147.60,154.51,155.00,155.13
1,145.11,98.93,88.66,92.77,93.66,93.59
0,151.43,102.70,118.22,123.70,123.98,124.21
1,123.07,80.16,73.06,73.20,72.97,72.76
1,159.76,115.66,107.81,122.15,122.20,121.94
1,117.99,83.51,74.88,74.59,74.43,74.73
0,149.61,101.27,114.49,115.20,115.55,115.53
0,126.91,82.35,89.27,92.01,92.33,92.32
1,192.81,152.92,135.73,133.16,133.60,133.72
1,259.18,200.24,188.40,190.41,191.39,191.03
1,187.76,121.66,117.32,114.26,114.38,114.30
1,163.14,111.50,103.84,107.38,107.50,107.55
0,123.61,75.98,89.17,91.66,92.01,92.69
1,97.21,58.89,51.16,51.26,51.52,51.43
0,158.46,107.76,117.83,125.80,126.42,126.64
0,157.74,104.31,111.85,117.58,118.37,118.32
1,151.34,96.95,90.77,92.54,92.95,93.05
0,149.07,102.61,115.02,118.63,119.08,119.16
1,119.63,78.42,72.57,76.59,76.80,76.80
1,129.26,79.13,69.98,70.72,70.80,70.77
1,131.84,90.26,83.99,83.44,83.46,83.63
1,127.20,90.01,84.20,84.88,84.73,84.60
0,138.55,97.34,111.81,111.59,111.46,111.72
1,153.20,102.69,93.35,94.52,94.28,94.37
0,124.56,86.75,92.36,99.29,100.90,100.92
1,141.96,98.84,91.40,89.29,88.14,88.54
0,145.90,94.55,104.56,107.35,108.03,107.91
0,147.14,103.96,112.10,111.41,112.34,112.40
0,133.46,90.96,101.96,105.89,106.21,106.27
1,152.74,103.94,95.50,97.14,96.83,96.73
1,106.90,75.25,64.82,63.06,63.08,63.03
1,250.23,186.89,176.59,182.17,184.42,184.54
1,90.12,60.51,55.99,56.85,57.00,57.02
0,149.86,101.21,112.89,116.80,117.46,117.51
0,164.86,114.96,126.03,130.89,131.44,131.50
0,146.71,94.28,106.24,113.56,113.52,113.35
0,147.10,99.54,110.32,114.79,115.58,115.77
0,131.55,94.44,106.92,105.52,106.58,106.66
1,244.93,179.71,175.30,180.37,180.35,180.94
0,238.95,175.24,189.83,197.68,197.56,197.53
0,163.30,113.29,128.27,131.75,131.88,131.96
0,113.10,74.21,83.74,87.14,87.07,86.78
1,161.23,108.90,96.77,95.04,95.63,95.79
1,189.02,138.62,126.64,129.34,129.96,130.01
0,132.75,93.60,108.26,113.51,114.31,115.18
1,119.06,81.24,75.28,77.48,77.54,77.60
1,233.35,158.29,150.57,157.90,157.99,158.27
1,138.69,96.75,91.33,93.37,93.69,93.88
1,246.96,200.18,194.36,198.09,197.90,198.09
0,152.65,107.69,121.51,126.21,127.59,127.49
0,148.82,102.65,115.52,119.28,119.68,119.73
1,122.65,80.64,74.24,72.72,72.55,72.65
0,172.26,112.79,125.54,131.06,131.42,131.59
1,163.93,115.60,110.15,111.30,111.50,111.53
1,147.15,109.12,97.75,101.46,101.32,101.17
0,151.12,100.70,112.79,117.52,118.21,118.38
1,127.15,88.41,82.67,84.34,84.79,84.90
1,221.83,168.48,158.15,161.31,160.85,160.88
1,121.03,70.41,61.85,63.06,62.97,62.82
0,142.21,94.54,105.93,110.25,110.34,110.90
1,106.08,72.89,65.35,65.34,65.27,65.25
0,141.80,94.20,105.28,107.59,108.06,108.20
1,193.47,143.70,139.59,141.66,141.31,141.51
0,156.48,102.68,113.94,119.49,120.27,120.36
0,181.08,117.81,127.47,134.27,134.65,134.92
1,108.15,70.12,63.50,63.05,63.42,63.37
0,153.03,101.85,115.68,119.92,120.84,120.83
0,161.65,108.21,122.45,130.18,130.51,130.65
1,212.92,155.69,152.60,156.27,156.47,157.45
0,142.79,96.89,108.51,116.83,117.04,116.89
1,131.66,96.00,90.85,91.26,91.18,91.50
1,181.71,139.06,135.43,142.79,143.24,143.34
1,150.89,118.57,112.26,114.06,114.07,114.13
1,236.23,168.70,155.09,161.63,161.36,160.80
1,181.78,138.99,131.61,135.00,134.80,135.15
0,162.72,112.26,122.42,126.71,127.28,127.48
1,138.41,92.98,84.23,86.06,87.17,87.32
0,146.93,97.61,106.49,109.23,109.92,110.39
0,136.79,89.04,97.61,102.54,102.96,103.09
0,161.96,110.51,123.63,131.22,130.71,130.70
1,166.28,103.37,91.15,93.91,94.06,94.33
1,248.02,167.43,147.58,153.39,153.34,153.59
1,175.34,134.81,127.42,132.16,131.96,132.40
1,162.50,113.92,101.47,105.47,106.49,106.33
1,161.09,106.06,97.67,106.38,106.93,106.79
0,147.16,99.18,108.92,112.70,113.42,113.58
1,159.48,115.94,109.72,108.94,109.53,109.68
0,132.94,87.70,100.94,106.98,107.28,107.37
0,144.19,97.34,109.09,113.13,113.74,113.88
0,143.78,92.10,107.27,108.09,109.05,109.38
1,161.80,112.92,107.89,109.83,109.53,109.74
0,129.51,85.95,96.47,97.53,97.94,98.10
1,110.12,65.34,55.77,56.10,55.14,55.20
1,163.89,125.39,115.54,114.82,114.99,114.91
0,141.87,106.22,117.77,119.14,120.53,121.42
0,157.65,102.56,115.79,117.28,117.53,117.55
0,168.21,115.21,128.46,136.72,136.76,136.91
0,147.64,101.04,113.42,116.27,117.16,117.36
1,175.90,127.87,118.91,120.11,120.43,120.63
0,96.67,66.86,76.12,81.89,82.93,83.06
1,155.55,116.09,110.67,113.91,113.91,113.78
1,196.34,139.04,132.93,130.88,131.24,131.14
1,106.64,82.65,72.52,72.68,72.99,72.81
1,227.53,182.69,178.05,183.24,183.39,183.19
1,149.81,105.94,102.81,99.57,99.71,99.57
0,140.50,97.52,106.35,116.00,117.11,117.36
0,110.90,80.00,89.17,94.14,95.20,95.23
0,139.81,92.98,105.19,109.87,110.30,110.35
1,323.11,282.67,263.61,267.68,269.30,270.05
1,102.77,68.00,59.81,59.66,59.64,59.62
1,193.84,149.36,141.21,144.41,144.63,144.58
0,153.45,108.20,120.98,122.17,122.47,122.95
0,137.16,90.23,100.07,105.48,105.98,106.06
0,144.06,96.82,107.66,112.69,113.15,113.35
0,167.17,114.46,127.87,135.59,135.94,136.13
0,165.48,111.13,125.81,132.86,133.24,133.24
0,169.36,125.41,139.71,146.00,145.44,145.50
0,161.31,113.92,127.45,130.23,130.71,130.75
0,166.75,105.88,118.68,119.25,120.07,120.04
0,180.91,121.30,134.52,138.97,139.10,139.51
0,156.46,107.93,120.42,124.70,125.19,125.32
0,138.67,88.92,100.78,107.55,107.94,107.73
1,153.96,85.35,79.42,79.77,78.81,78.43
1,165.41,138.24,134.48,142.02,142.48,142.57
1,162.76,114.18,101.37,109.69,108.86,108.80
0,229.85,166.44,186.88,185.96,185.84,186.65
0,127.05,87.12,100.44,101.92,102.34,103.14
0,129.24,84.33,95.09,98.12,98.66,98.68
1,132.79,84.05,75.73,78.30,78.70,78.48
0,120.02,83.84,97.82,99.91,100.59,100.59
0,159.94,100.14,120.54,126.09,125.99,125.97
1,143.69,90.24,82.80,87.12,87.62,87.80
0,176.95,122.51,135.77,138.67,139.17,139.21
0,151.20,108.81,122.78,126.61,127.42,127.59
1,174.76,93.86,77.31,76.25,74.41,74.61
0,146.95,98.04,110.47,118.42,119.10,119.12
1,127.46,84.45,76.51,76.52,76.21,76.27
1,150.78,109.10,103.27,105.49,105.01,104.84
0,179.22,112.81,127.30,135.08,135.08,135.22
0,161.24,119.02,134.66,137.48,138.14,138.17
0,142.62,93.21,105.63,108.96,109.75,110.10
1,124.77,79.56,72.90,76.61,76.83,76.97
0,137.23,97.20,107.22,110.53,111.06,111.15
1,221.26,158.87,142.65,137.55,137.21,137.00
0,164.11,112.83,125.94,133.68,135.58,135.76
1,201.92,155.24,153.86,150.40,151.70,152.26
1,143.14,94.02,86.66,87.99,88.11,88.37
1,157.35,111.51,106.99,107.40,107.77,107.69
1,109.17,69.05,64.42,65.66,65.74,65.78
0,224.20,175.05,188.54,193.70,194.58,194.49
1,103.49,69.03,63.80,64.86,64.76,65.16
0,148.56,105.91,114.46,117.62,118.60,118.36
1,159.41,98.32,89.10,91.18,91.34,91.22
0,224.28,154.51,166.59,174.56,174.32,174.38
0,144.14,98.78,112.54,116.06,115.70,115.84
0,133.19,87.04,99.41,101.56,102.29,102.19
1,116.61,79.11,72.60,74.93,74.89,74.89
0,125.97,88.76,94.92,96.03,96.82,97.00
1,165.25,124.36,114.34,115.47,116.11,116.46
0,156.47,114.33,124.47,128.11,128.99,129.37
1,191.48,134.20,121.27,121.39,120.23,120.12
1,134.75,84.66,74.06,72.96,72.57,72.34
0,163.03,106.15,126.58,136.14,136.25,136.29
0,148.81,102.70,114.34,117.85,118.57,118.71
0,146.61,99.21,111.31,112.71,113.03,113.07
1,176.56,125.76,113.57,116.36,115.76,115.65
0,126.18,80.53,89.27,89.56,90.70,90.65
0,144.14,90.65,101.07,102.46,103.25,103.43
0,111.01,69.30,79.60,83.18,84.38,84.20
1,113.59,74.36,68.37,69.88,69.78,69.79
1,114.28,73.46,65.46,65.43,65.53,65.63
1,185.17,145.28,138.83,138.34,138.81,138.98
1,150.31,111.29,101.62,101.00,101.44,101.42
0,189.11,138.50,154.28,157.10,157.06,157.42
1,249.53,216.50,212.96,225.67,226.14,226.44
0,155.01,106.33,121.86,124.19,124.27,124.65
0,167.43,120.56,127.83,126.26,127.20,128.09
0,123.08,87.40,99.17,103.41,103.58,103.81
1,214.01,170.80,159.75,160.89,162.23,161.57
0,133.17,93.63,106.49,110.06,110.66,110.66
1,187.92,130.44,124.54,130.00,130.09,129.61
1,232.55,183.74,169.71,192.80,192.84,192.87
0,151.86,99.74,110.28,116.40,116.61,116.50
1,143.03,97.32,82.48,84.72,84.55,84.96
0,148.70,102.28,116.13,120.69,121.22,121.50
1,156.85,100.85,91.06,93.18,93.29,93.33
0,142.70,98.28,106.93,109.24,109.64,109.80
1,130.56,89.27,83.75,83.79,83.40,83.45
0,137.22,92.04,101.09,108.45,108.35,108.36
1,135.27,89.66,82.89,85.22,85.31,85.23
1,187.48,144.61,137.20,139.31,139.13,139.43
1,185.10,132.86,122.80,117.77,116.56,116.59
0,154.17,107.18,119.21,122.02,121.89,122.12
0,162.39,113.80,124.33,127.92,128.85,129.03
1,286.13,211.78,205.31,206.78,206.68,206.64
0,138.63,105.42,114.35,120.45,120.64,120.98
0,157.39,99.68,114.24,120.68,121.24,121.53
1,152.54,109.19,101.32,104.08,103.92,104.11
1,139.37,105.49,95.82,98.04,98.33,98.52
1,107.05,67.55,61.34,62.85,62.97,62.93
1,267.18,203.19,188.15,189.78,187.40,187.50
1,244.12,169.80,164.12,163.91,165.47,165.42
0,146.81,94.21,109.57,111.05,111.10,111.53
0,152.06,115.98,139.81,137.45,138.30,138.44
0,120.82,90.55,102.95,106.52,106.68,106.65
1,184.32,131.14,126.30,131.44,131.57,131.91
1,122.72,88.53,83.53,85.00,84.70,84.97
0,133.92,82.49,92.77,96.49,97.28,97.22
0,128.95,81.56,91.78,94.12,94.80,94.87
0,176.68,115.45,125.36,132.33,133.00,133.41
0,165.80,118.75,131.61,133.61,133.85,133.99
0,120.77,90.02,99.13,100.90,101.98,102.15
1,106.45,66.46,58.60,57.88,58.28,58.26
1,191.89,124.16,111.79,115.76,114.98,115.09
0,147.57,94.18,105.94,108.31,109.35,109.50
0,146.19,104.44,113.59,117.84,118.58,119.26
0,156.05,104.99,115.99,122.47,122.97,123.21
1,128.89,90.01,80.20,78.56,77.61,77.52
0,175.34,129.02,141.01,143.75,143.55,143.72
0,135.81,83.41,90.20,89.69,89.97,90.16
1,302.16,256.62,240.48,243.41,241.98,241.05
1,133.50,80.76,68.35,66.42,66.47,66.68
1,166.07,111.70,99.20,101.35,101.24,101.46
1,114.23,80.11,70.93,69.86,69.65,69.74
1,189.51,136.32,133.35,129.13,129.42,129.20
1,203.05,150.61,143.33,148.54,148.08,148.32
1,140.04,94.58,85.50,85.89,84.57,84.49
0,152.87,103.10,117.40,122.50,123.33,123.99
1,112.18,58.83,51.14,51.96,51.28,51.08
1,172.31,127.36,118.27,121.32,120.88,121.14
0,153.70,105.84,118.27,120.94,120.84,121.62
1,112.45,73.62,64.89,65.40,65.30,65.26
0,151.31,104.23,118.27,125.90,126.29,126.51
1,121.30,70.75,56.25,51.29,48.88,48.50
1,112.16,63.93,55.55,54.94,54.68,54.56
0,139.33,88.81,99.28,105.55,106.08,106.17
1,217.99,169.32,159.52,165.84,164.96,165.30
0,145.53,100.73,110.55,114.52,114.85,114.99
0,149.85,99.80,113.23,117.88,118.80,118.88
1,188.84,150.86,146.37,149.42,149.85,149.89
0,158.56,107.70,119.13,124.11,124.06,124.09
0,152.39,104.61,117.36,122.41,122.91,123.07
0,138.10,88.88,96.85,98.13,98.01,98.18
1,117.03,83.50,80.50,82.92,82.64,82.69
