Label,W3,W4
0,66.82,74.48
1,130.57,111.30
0,74.78,86.33
1,65.80,53.31
0,150.17,180.13
1,51.07,49.02
0,81.90,100.69
1,62.70,46.02
0,162.07,123.61
1,92.01,93.98
0,163.33,170.30
1,110.89,101.98
0,147.38,177.39
1,27.78,27.37
0,195.03,199.39
1,96.24,37.47
0,104.09,111.83
1,292.12,258.14
0,42.32,58.92
1,301.07,307.23
0,85.55,109.36
1,324.07,331.71
0,39.96,52.90
1,56.12,51.02
0,46.81,54.96
1,71.69,57.41
0,141.53,86.89
1,77.61,75.73
0,100.20,100.36
1,175.38,150.95
0,65.72,69.72
1,59.15,57.18
0,103.37,122.21
1,45.07,41.92
0,116.12,135.01
1,196.62,151.80
0,42.97,47.71
1,44.98,38.53
0,56.95,61.84
1,80.41,80.85
0,22.95,23.57
1,116.82,130.95
0,78.24,78.22
1,41.84,35.89
0,76.13,80.48
1,72.73,55.33
0,98.40,92.27
1,79.03,64.34
0,147.87,152.14
1,168.73,147.13
0,71.83,80.04
1,187.40,174.39
0,170.68,198.63
1,171.18,161.42
0,105.69,103.83
1,62.18,44.91
0,74.13,73.49
1,30.73,27.63
0,54.91,63.09
1,50.60,41.55
0,40.78,51.03
1,78.78,73.14
0,51.33,60.18
1,150.57,112.37
0,60.29,68.25
1,174.24,155.77
0,52.82,58.48
1,52.60,35.32
0,42.01,49.30
1,177.81,126.58
0,51.81,65.84
1,102.90,86.12
0,52.19,65.92
1,179.58,158.81
0,47.66,59.14
1,123.41,115.88
0,75.97,96.31
1,92.34,80.69
0,38.62,40.51
1,27.71,25.52
0,48.92,59.99
1,474.82,461.18
0,52.00,67.23
1,89.52,78.91
0,50.62,63.94
1,94.56,85.97
0,67.60,69.80
1,238.64,210.87
0,101.92,103.93
1,46.38,39.99
0,58.86,65.45
1,51.07,46.17
0,73.36,83.21
1,49.15,30.50
0,87.90,106.13
1,46.07,40.71
0,53.94,62.33
1,79.16,74.31
0,43.52,50.20
1,68.05,52.12
0,37.90,41.79
1,31.97,21.37
0,52.81,59.36
1,60.62,56.06
0,81.39,91.32
1,59.46,46.24
0,122.31,134.04
1,322.06,296.67
0,101.17,113.10
1,173.97,157.05
0,55.85,54.90
1,51.77,52.77
0,58.20,60.49
1,123.58,119.70
0,77.29,86.43
1,112.84,99.58
0,88.70,99.96
1,112.76,91.74
0,40.20,42.05
1,85.40,75.48
0,43.75,47.73
1,103.92,87.28
0,47.50,47.04
1,150.61,125.15
0,54.56,64.56
1,63.37,54.35
0,64.76,74.97
1,37.49,25.25
0,81.93,85.41
1,30.39,23.01
0,55.69,63.63
1,93.08,74.50
0,99.47,116.78
1,52.32,31.85
0,127.62,147.58
1,106.44,92.98
0,85.94,93.94
1,110.89,90.26
0,102.07,112.44
1,84.11,70.16
0,59.14,65.44
1,61.78,46.70
0,55.00,60.99
1,99.87,92.53
0,74.66,79.11
1,56.88,50.28
0,89.47,100.77
1,94.34,89.54
0,74.32,82.05
1,85.23,82.05
0,101.00,109.54
1,80.19,68.57
0,70.39,84.74
1,64.83,56.31
0,105.34,109.61
1,84.42,79.93
0,76.53,87.15
1,114.06,95.35
0,60.40,76.71
1,124.74,113.95
0,69.68,89.67
1,56.10,46.85
0,123.12,137.23
1,153.47,140.32
0,69.58,79.03
1,80.15,68.77
0,64.96,72.87
1,54.11,34.64
0,65.19,73.03
1,83.99,68.86
0,63.31,75.95
1,65.99,53.14
0,59.80,65.11
1,66.84,52.67
0,120.01,137.46
1,65.32,52.53
0,92.73,100.17
1,60.36,47.54
0,86.53,96.52
1,47.07,38.36
0,75.69,85.02
1,74.74,60.25
0,80.83,89.24
1,103.28,78.79
0,74.30,81.31
1,54.87,46.61
0,75.93,88.03
1,116.92,101.89
0,87.18,103.67
1,84.31,74.23
0,74.78,86.29
1,149.12,139.57
0,63.17,74.85
1,60.64,47.67
0,78.74,91.84
1,48.17,41.66
0,77.69,87.34
1,107.32,91.76
0,74.84,82.66
1,85.51,74.64
0,82.17,87.59
1,56.60,44.99
0,77.58,91.43
1,71.37,68.87
0,45.18,57.01
1,62.99,39.66
0,72.84,69.58
1,37.94,33.96
0,143.82,153.85
1,58.09,48.17
0,239.32,217.51
1,88.44,73.58
0,296.00,277.43
1,47.34,48.15
0,116.58,124.40
1,30.37,29.73
0,53.76,66.31
1,171.08,171.18
0,7.67,6.34
1,98.61,83.67
0,46.03,45.47
1,33.41,30.09
0,66.41,71.71
1,77.02,60.71
0,70.66,72.85
1,37.85,33.54
0,51.08,52.13
1,401.50,429.32
0,61.11,59.05
1,23.96,19.54
0,133.85,135.77
1,226.15,189.38
0,62.50,74.92
1,104.97,73.14
0,110.03,83.78
1,49.08,45.55
0,70.95,86.88
1,93.77,62.06
0,71.27,78.20
1,48.81,32.92
0,54.92,51.89
1,59.30,41.62
0,83.61,78.68
1,80.30,78.31
0,53.98,50.93
1,48.04,35.12
0,88.95,112.25
1,86.47,65.95
0,57.97,78.59
1,51.16,41.13
0,120.60,137.91
1,169.14,171.72
0,101.71,114.62
1,77.65,68.11
0,32.57,35.37
1,100.40,87.71
0,64.62,75.51
1,59.58,56.18
0,65.38,69.58
1,56.56,47.51
0,257.59,268.00
1,102.54,88.64
0,206.49,206.11
1,203.53,202.88
0,83.16,82.23
1,54.48,45.49
0,61.32,61.93
1,73.97,40.68
0,57.26,64.65
1,83.70,65.13
0,75.10,90.36
1,69.97,65.02
0,70.48,76.94
1,197.45,183.70
0,58.04,71.21
1,78.24,81.38
0,56.21,62.66
1,44.42,44.06
0,122.05,154.60
1,39.44,34.91
0,81.69,96.39
1,107.80,97.80
0,112.13,112.03
1,199.12,191.34
0,54.76,65.60
1,109.33,82.88
0,54.76,65.60
1,47.67,36.13
0,158.92,175.07
1,69.01,58.59
0,147.38,167.06
1,58.59,58.93
0,114.68,128.34
1,41.35,32.27
0,128.25,148.55
1,62.12,48.11
0,48.03,53.35
1,69.01,51.57
0,79.22,93.70
1,66.53,52.67
0,128.83,147.65
1,66.24,54.13
0,75.02,84.02
1,56.52,38.85
0,73.14,82.66
1,115.43,86.62
0,96.59,110.18
1,75.07,65.32
0,85.32,98.45
1,108.08,107.68
0,40.82,43.95
1,123.53,104.34
0,66.45,82.46
1,49.98,42.84
0,66.78,85.87
1,99.77,76.72
0,67.99,80.27
1,101.33,88.81
0,65.82,76.93
1,50.41,43.50
0,89.13,97.63
1,47.06,37.68
0,54.46,62.64
1,163.20,139.82
0,69.48,83.08
1,91.70,85.10
0,65.41,86.95
1,115.47,94.05
0,60.32,75.83
1,130.75,120.62
0,108.27,121.17
1,394.82,344.39
0,100.01,110.81
1,50.32,24.51
0,86.62,102.77
1,62.13,57.98
0,71.64,73.66
1,50.89,43.01
0,79.79,76.43
1,83.18,76.05
0,123.01,134.05
1,88.46,67.03
0,138.29,148.77
1,63.36,57.25
0,133.59,146.87
1,40.95,31.61
0,64.24,74.14
1,95.32,83.72
0,66.30,79.52
1,146.53,146.62
0,75.41,86.87
1,89.96,68.56
0,79.07,90.70
1,127.37,101.93
0,60.58,68.88
1,42.56,16.44
0,80.25,88.90
1,43.30,31.99
0,80.04,93.84
1,43.77,34.55
0,79.93,93.42
1,44.76,31.12
0,54.74,73.25
1,134.91,125.75
0,78.78,90.98
1,77.28,65.87
0,65.54,76.09
1,79.15,64.69
0,83.48,94.22
1,83.93,70.75
0,89.37,96.41
1,71.94,63.64
0,71.20,77.84
1,43.99,30.32
0,74.05,86.25
1,78.69,64.93
0,92.70,100.79
1,100.91,86.47
0,92.03,102.16
1,68.24,54.47
0,82.64,93.83
1,54.68,39.05
0,73.31,79.57
1,159.92,126.56
0,84.50,98.58
1,61.23,54.65
0,50.94,60.84
1,93.99,82.00
0,82.00,87.46
1,78.92,66.12
0,89.68,100.25
1,46.69,34.90
0,68.28,76.55
1,64.40,50.55
0,70.83,80.35
1,91.99,80.27
0,58.55,64.86
1,72.18,61.99
0,72.78,81.25
1,71.75,64.19
0,60.88,66.76
1,70.37,57.30
0,77.63,89.51
1,202.36,192.84
0,115.73,109.23
1,98.10,97.76
0,72.51,80.98
1,84.62,75.96
0,183.69,207.12
1,186.24,175.25
0,101.98,112.94
1,14.91,11.95
0,33.76,43.75
1,74.97,99.04
0,65.33,85.80
1,20.91,17.56
0,40.16,39.18
1,112.10,98.00
0,346.46,346.68
1,45.27,13.10
0,129.42,98.44
1,62.29,49.12
0,45.04,50.37
1,127.60,97.20
0,61.65,76.11
1,168.84,163.39
0,29.06,35.41
1,42.26,39.82
0,21.21,23.89
1,512.27,514.54
0,166.47,182.38
1,52.91,44.07
0,92.63,98.57
1,34.15,28.12
0,137.90,149.99
1,73.75,61.82
0,92.62,96.90
1,111.53,102.07
0,127.95,138.98
1,119.11,93.55
0,323.41,342.53
1,44.04,36.82
0,50.41,52.85
1,27.69,23.61
0,62.87,79.17
1,142.32,135.09
0,35.02,35.15
1,42.14,41.27
0,62.83,75.90
1,75.07,69.05
0,79.57,78.34
1,55.81,54.60
0,73.82,75.15
1,26.84,17.61
0,23.39,28.89
1,31.83,27.22
0,25.97,29.20
1,102.56,98.78
0,142.81,163.48
1,97.70,78.74
0,105.16,132.46
1,60.43,55.49
0,73.84,80.64
1,255.79,244.20
0,91.60,100.84
1,119.29,120.45
0,128.95,129.10
1,93.65,98.35
0,140.16,140.41
1,88.49,72.77
0,69.99,85.53
1,59.02,50.95
0,65.87,80.63
1,61.67,51.39
0,50.08,51.24
1,378.13,372.48
0,59.51,64.33
1,122.74,102.28
0,106.40,114.28
1,62.09,33.04
0,77.51,86.37
1,115.27,84.56
0,62.57,70.20
1,95.38,88.12
0,64.31,67.55
1,61.55,50.52
0,85.71,92.81
1,81.48,71.30
0,72.55,81.45
1,61.11,42.42
0,343.54,366.61
1,93.15,84.99
0,172.23,189.45
1,315.50,320.13
0,54.45,59.37
1,242.58,245.44
0,71.12,75.65
1,154.62,155.44
0,83.96,94.27
1,61.63,56.73
0,73.13,75.28
1,124.63,95.81
0,106.03,108.92
1,191.07,166.27
0,72.61,87.46
1,117.76,101.47
0,66.78,81.68
1,51.37,36.72
0,81.80,95.22
1,43.89,25.37
0,86.72,96.13
1,114.89,105.68
0,82.34,85.77
1,92.39,76.73
0,78.37,84.03
1,77.12,75.25
0,72.22,79.48
1,77.01,72.61
0,171.01,184.31
1,85.78,73.41
0,159.06,168.61
1,111.41,104.25
0,206.07,227.07
1,122.06,121.43
0,89.11,100.24
1,114.95,109.92
0,72.64,80.61
1,42.26,34.84
0,61.07,68.02
1,148.39,122.86
0,91.63,104.18
1,83.11,65.96
0,101.99,114.58
1,64.39,51.32
0,100.08,105.38
1,84.06,73.71
0,124.19,132.71
1,71.12,56.44
0,89.05,103.96
1,89.55,84.95
0,79.31,89.22
1,74.65,69.15
0,72.04,80.36
1,88.73,72.81
0,68.70,77.30
1,73.30,70.62
0,84.84,95.86
1,122.17,103.41
0,80.45,94.14
1,62.41,46.11
0,73.29,82.62
1,30.67,23.72
0,85.48,95.94
1,104.23,85.44
0,72.15,86.39
1,102.12,88.83
0,57.27,62.17
1,88.74,64.87
0,61.72,70.34
1,64.95,55.59
0,83.76,97.82
1,52.81,43.44
0,78.02,93.33
1,99.13,96.77
0,90.24,98.63
1,65.78,55.03
0,108.09,115.87
1,134.12,120.05
0,68.03,77.40
1,31.82,14.25
0,83.97,90.46
1,146.03,129.68
0,84.56,92.96
1,66.21,59.42
0,111.76,122.70
1,77.76,62.31
0,84.13,90.93
1,245.51,231.21
0,58.96,66.05
1,142.47,131.41
0,107.99,120.23
1,75.54,69.66
0,79.59,89.60
1,103.92,89.94
0,58.25,66.73
1,104.87,92.49
0,86.63,98.89
1,61.30,51.25
0,63.24,72.38
1,140.48,138.43
0,84.50,93.26
1,47.58,35.55
0,53.29,60.43
1,80.98,62.70
0,83.40,95.21
1,77.80,65.71
0,79.04,92.29
1,105.74,95.17
0,68.91,80.49
1,46.32,39.86
0,84.79,95.66
1,87.91,76.04
0,79.35,89.67
