Label,WordQty,W2,W4,W5,P4,P5,P6
1,760,242.18,147.13,150.15,7.09,7.24,7.43
0,487,175.18,142.18,154.03,8.72,9.06,9.70
1,431,185.36,92.27,96.71,8.15,8.32,8.61
1,559,222.46,173.89,181.26,8.26,8.54,8.75
0,653,150.36,125.68,133.57,7.59,7.81,8.46
1,1700,204.08,163.56,171.92,7.58,7.68,8.05
0,498,141.24,107.63,114.92,8.35,8.88,9.31
1,458,168.55,102.99,104.18,7.16,7.14,7.53
0,405,150.71,125.86,132.62,8.67,8.76,9.46
0,507,197.08,152.90,158.47,8.34,8.58,9.07
0,1019,146.13,118.98,130.11,8.15,8.44,8.96
0,614,158.53,121.29,136.08,8.61,8.95,9.51
0,703,174.38,144.75,154.13,8.48,9.06,9.76
1,540,183.34,136.44,141.84,7.59,7.83,8.46
1,1594,125.53,74.17,77.33,8.08,8.29,8.52
1,657,110.22,46.06,44.28,7.60,7.74,8.21
0,354,157.22,148.58,161.18,8.85,9.15,9.99
1,973,157.43,103.42,108.60,7.98,7.92,8.38
1,632,225.54,156.99,159.70,8.34,8.59,9.01
0,1909,145.27,121.15,130.74,8.85,9.29,9.89
1,417,249.58,179.23,181.33,7.24,7.50,7.69
1,398,131.92,71.06,72.16,7.08,7.32,7.64
1,975,221.65,152.99,157.00,7.83,7.98,8.62
0,415,140.67,107.23,116.26,8.58,8.66,9.29
0,1063,173.83,147.32,156.98,9.45,9.77,10.65
1,591,182.39,93.35,91.60,8.27,8.37,8.87
1,532,166.19,114.29,118.10,8.51,8.66,8.90
0,613,122.98,109.67,120.58,8.50,8.68,9.31
1,523,216.22,132.08,124.10,7.46,7.69,8.23
1,2331,142.90,94.57,99.75,8.01,8.17,8.64
0,328,137.59,120.56,127.25,8.76,9.07,9.98
0,1388,177.50,139.69,150.13,8.23,8.56,9.19
0,1978,154.65,124.48,134.10,8.20,8.45,9.04
0,1910,145.75,119.26,131.28,8.13,8.34,8.81
0,737,151.49,117.58,126.67,8.18,8.48,9.04
0,728,147.06,121.34,126.72,8.05,8.32,8.82
0,889,188.84,163.60,173.76,8.05,8.28,8.92
1,427,156.90,105.49,109.40,7.86,7.94,8.58
0,949,168.37,136.94,142.09,8.45,8.76,9.44
0,937,128.88,115.65,123.21,8.95,9.32,10.13
1,1139,120.58,69.16,70.38,7.33,7.48,7.79
1,503,160.72,84.43,88.33,7.90,8.04,8.70
1,359,310.40,218.21,215.62,7.65,7.67,7.85
1,1516,147.15,86.91,87.01,8.62,8.97,9.62
0,1004,117.79,99.18,108.24,8.11,8.60,9.41
0,3442,157.88,125.75,136.98,8.33,8.62,9.19
0,539,191.34,160.01,164.95,7.37,7.47,8.04
1,2199,131.55,90.63,93.43,7.92,8.01,8.56
0,499,145.64,140.68,150.92,8.12,8.29,8.64
1,1594,119.53,70.79,74.05,8.07,8.17,8.60
1,542,204.86,144.01,150.34,8.63,8.91,9.70
0,1288,179.86,145.13,155.00,8.42,8.72,9.34
0,752,144.60,108.29,117.82,8.00,8.39,8.90
1,693,171.44,48.43,34.41,7.76,7.95,8.28
1,896,232.32,195.81,205.45,7.68,7.92,8.50
0,624,152.82,113.79,128.18,7.66,8.05,8.51
0,360,203.06,176.41,189.16,9.32,9.34,9.85
0,186,128.80,106.84,123.31,11.55,12.79,13.55
1,924,120.12,83.37,85.67,7.71,7.90,8.46
1,1078,178.03,123.38,128.37,8.43,8.64,9.27
1,1242,106.77,74.25,73.63,8.64,8.88,9.39
1,4076,141.79,91.34,93.54,7.88,8.04,8.42
1,509,171.58,118.72,123.74,9.87,10.27,11.18
1,568,263.53,203.94,209.25,8.25,8.37,8.91
0,384,118.35,85.20,92.72,7.96,8.50,9.20
1,1730,152.83,98.14,103.09,8.36,8.47,9.17
1,639,253.09,163.48,169.02,7.73,7.85,8.39
1,550,120.83,68.85,70.61,7.02,7.10,7.41
1,334,193.08,145.99,146.08,6.93,6.98,7.33
1,314,164.97,82.56,83.20,8.32,8.43,9.00
1,493,127.85,59.70,58.61,7.07,7.06,7.45
0,1340,134.27,113.60,119.10,7.26,7.53,7.99
1,1302,208.76,115.87,113.33,7.72,7.98,8.42
1,4154,135.21,82.19,84.07,8.50,8.67,9.26
1,550,232.07,133.23,138.84,8.30,8.44,9.23
1,331,156.06,79.16,76.93,7.78,8.08,8.28
0,4357,146.01,120.36,129.05,8.35,8.67,9.30
1,819,156.04,101.99,105.84,7.13,7.45,7.81
1,541,202.67,114.09,114.99,7.63,7.54,8.21
0,572,168.88,141.94,151.80,8.43,8.93,9.57
0,253,156.39,157.87,167.06,8.12,8.26,8.86
0,1095,165.87,130.38,139.26,9.07,9.58,10.28
0,596,173.57,123.18,125.98,8.04,8.17,8.63
1,446,166.77,131.53,143.12,7.43,7.47,7.90
0,364,145.06,124.13,138.56,9.46,10.01,10.83
0,408,145.47,121.37,132.91,8.78,9.20,9.50
0,443,167.42,152.77,161.03,8.60,9.12,9.89
1,536,157.17,81.47,76.23,7.66,7.77,7.89
1,542,192.80,118.29,121.15,7.68,7.75,8.41
1,510,252.33,132.99,130.91,8.17,8.14,8.61
1,676,166.07,109.97,110.06,6.79,6.79,7.20
0,435,140.20,106.18,120.16,8.87,9.28,10.55
1,955,137.57,82.29,83.07,7.95,8.20,8.71
1,734,125.73,87.86,90.94,7.51,7.66,8.09
0,526,145.45,144.72,155.00,8.60,8.93,9.65
0,961,141.29,117.03,124.37,8.63,9.04,9.79
1,505,143.69,89.29,90.63,6.83,6.92,7.45
1,1394,114.46,58.41,59.49,7.03,7.08,7.46
0,688,129.81,110.78,115.90,7.84,8.12,8.69
1,341,169.28,124.85,128.18,7.88,8.17,8.46
0,379,119.16,100.88,106.42,8.30,8.69,8.88
1,588,139.14,101.08,102.59,6.73,6.65,6.97
1,372,170.95,90.00,93.26,8.69,8.85,9.62
0,966,174.59,142.95,154.19,8.55,8.93,9.69
1,1035,178.54,121.23,129.12,8.21,8.35,8.79
0,300,161.22,124.93,131.79,8.62,9.11,9.33
1,805,192.25,122.12,127.08,6.96,7.08,7.41
1,4674,92.95,57.02,60.51,7.53,7.69,8.11
1,1100,206.52,124.83,122.18,7.67,7.71,7.99
0,593,143.46,115.01,124.34,8.59,9.01,9.64
0,588,154.88,140.86,150.70,7.70,7.88,8.43
1,562,143.32,71.53,73.55,7.63,7.86,8.31
1,3157,145.72,92.23,95.03,7.96,8.12,8.48
1,914,157.67,103.31,105.30,7.84,7.88,8.17
0,1064,144.99,112.58,118.88,8.39,8.82,9.40
0,618,148.13,130.45,144.11,8.62,9.10,9.83
1,4410,145.91,94.86,96.69,8.69,8.83,9.37
0,5964,148.27,123.51,133.61,8.51,8.81,9.49
0,781,144.43,111.85,119.38,7.58,8.02,8.45
1,1633,109.37,61.55,63.38,7.74,7.86,8.35
1,4189,142.30,93.53,95.01,8.20,8.43,8.92
1,1551,126.21,73.60,75.80,7.56,7.59,7.94
0,456,142.08,104.78,113.50,7.55,7.93,8.48
1,773,139.60,97.29,101.59,7.68,7.85,8.18
1,1325,145.34,77.88,78.84,8.04,8.24,8.57
0,3778,154.51,126.81,137.22,8.27,8.68,9.26
0,768,140.18,113.48,122.02,8.07,8.34,8.78
0,5330,149.04,121.61,131.93,8.13,8.47,9.09
1,324,150.51,68.51,68.30,7.47,7.63,8.12
1,460,183.95,140.81,145.79,8.13,8.10,8.73
0,1309,149.71,123.63,132.12,8.52,8.85,9.25
0,5167,159.25,130.88,141.99,8.11,8.44,8.92
0,1095,161.67,137.20,147.68,7.93,8.17,8.69
0,448,154.14,108.35,117.62,7.93,8.13,8.82
1,150,334.67,259.18,266.70,8.75,8.90,9.14
1,1076,176.52,108.05,108.98,7.77,7.91,8.47
0,1038,181.09,140.71,148.51,8.26,8.50,9.18
1,330,179.37,118.20,115.68,6.80,6.75,7.02
1,877,220.68,143.36,146.09,7.52,7.73,8.14
0,411,176.39,150.59,164.04,9.38,9.86,10.42
0,532,145.59,112.96,123.84,8.60,9.04,9.46
1,564,90.57,51.69,51.87,7.57,7.56,8.09
0,153,165.81,149.14,169.99,8.99,9.07,9.27
1,1345,254.37,197.41,205.70,8.23,8.37,8.74
0,1036,145.10,106.53,118.09,8.75,9.00,9.82
1,534,277.79,176.44,181.40,8.39,8.57,8.80
1,525,179.91,120.27,122.70,7.61,7.73,8.20
0,205,108.54,90.12,104.08,8.65,9.10,9.36
0,831,176.90,154.73,162.36,8.56,8.90,9.59
1,445,225.03,146.79,154.62,7.28,7.37,7.63
0,489,142.44,127.42,134.81,8.29,8.52,8.98
0,1122,153.66,116.02,124.04,8.01,8.35,9.09
1,447,149.03,82.01,80.68,6.90,7.01,7.38
0,576,163.80,126.06,133.41,8.51,8.75,9.07
0,612,198.46,179.60,193.52,8.48,9.00,9.63
0,476,132.81,113.64,122.77,9.05,9.46,10.05
0,533,149.80,138.81,154.80,8.65,8.95,9.60
1,535,198.49,115.38,118.33,7.60,7.73,8.07
0,463,140.49,115.03,123.45,7.37,7.61,8.05
1,881,103.80,68.27,69.10,9.20,9.40,10.26
0,767,129.65,109.77,120.79,8.16,8.45,9.18
0,774,145.52,126.44,137.58,9.14,9.55,10.44
1,488,148.81,100.35,102.67,8.06,8.39,9.15
1,467,230.85,192.62,199.69,8.06,8.08,8.69
0,378,146.28,106.40,121.22,7.52,8.05,8.72
0,1007,134.37,109.84,120.67,7.76,8.08,8.78
1,991,165.45,104.24,106.19,7.82,8.08,8.48
0,140,159.47,143.63,158.37,8.04,8.65,9.74
0,1247,153.54,126.12,140.59,7.89,8.17,8.66
1,127,326.62,208.37,214.15,7.81,7.76,8.68
1,1361,231.70,174.96,183.19,8.96,9.07,9.67
1,700,148.93,76.35,74.55,8.71,8.74,9.31
0,757,132.15,104.92,115.42,8.35,8.83,9.38
1,386,185.39,132.55,136.23,7.78,8.23,8.62
1,1302,114.07,71.99,73.35,9.11,9.25,9.91
1,469,120.19,83.88,86.17,6.74,6.78,7.19
0,490,158.32,146.64,162.11,7.52,7.81,8.22
1,450,119.34,54.94,55.18,8.02,8.02,8.11
0,2037,149.41,123.97,131.51,9.27,9.79,10.38
0,289,205.99,156.01,164.19,8.75,9.03,9.29
0,305,124.65,107.77,117.79,8.52,8.76,9.36
0,142,119.96,113.53,115.02,8.48,8.90,9.03
0,3875,151.30,121.57,132.50,8.28,8.52,9.05
0,499,179.14,140.58,152.87,8.74,9.29,9.95
0,644,175.95,157.50,167.61,8.18,8.40,8.80
0,342,164.34,147.99,156.67,9.34,10.25,10.47
0,990,142.02,114.94,122.45,7.81,8.12,8.65
0,318,137.04,111.23,117.67,7.29,7.59,7.83
0,479,131.77,99.09,109.10,7.25,7.44,7.99
0,3691,148.21,116.70,127.45,8.40,8.73,9.47
1,267,215.24,106.54,104.88,7.14,7.21,7.55
1,4359,128.96,80.52,82.82,7.68,7.86,8.28
1,458,193.37,143.92,148.58,10.04,10.40,11.13
0,2230,162.48,138.86,150.32,8.43,8.84,9.32
1,514,155.91,96.04,98.39,7.91,7.99,8.31
0,305,155.14,124.03,127.78,8.30,8.71,9.41
0,511,185.32,179.63,197.53,7.19,7.55,8.16
0,756,141.59,117.70,123.00,8.21,8.56,8.84
0,879,160.62,126.42,136.49,8.22,8.59,9.26
1,434,295.50,248.01,259.39,8.05,7.98,8.44
1,945,164.49,94.55,99.21,8.11,8.23,8.97
1,631,126.96,74.56,75.34,7.69,7.93,8.28
0,855,143.11,104.04,111.88,7.84,8.17,8.57
1,500,164.05,97.50,98.00,6.94,7.03,7.32
0,946,155.97,124.01,133.56,8.05,8.33,8.87
0,575,161.10,127.10,134.23,8.66,9.06,10.01
0,353,150.56,121.82,124.04,9.75,10.19,11.16
1,3344,142.49,22.82,12.74,8.85,9.07,9.59
0,810,172.94,132.52,146.14,8.50,8.87,9.46
1,1838,211.90,170.59,175.03,7.97,8.17,8.58
1,427,239.95,180.59,186.67,7.27,7.63,8.00
0,312,130.12,120.80,124.91,10.40,10.81,11.80
0,1016,152.08,131.07,140.55,8.39,8.71,9.21
0,478,167.99,154.57,168.65,8.02,8.36,8.97
0,872,245.80,211.45,226.46,9.70,10.08,11.09
1,529,155.05,107.56,116.26,7.27,7.40,7.60
1,559,197.09,160.25,170.62,8.44,8.58,9.31
1,775,165.92,99.45,102.71,7.95,7.96,8.47
1,963,136.58,92.03,93.93,7.22,7.31,7.75
0,370,154.25,139.17,147.72,8.65,9.02,9.57
1,891,129.89,83.28,85.11,8.78,9.05,9.66
0,367,173.41,139.72,149.64,9.36,9.69,10.28
0,488,138.89,120.17,129.06,7.59,7.82,8.52
1,469,218.83,163.03,167.38,7.72,7.87,8.22
1,382,173.57,84.02,83.72,6.88,6.97,7.16
0,6986,155.66,132.63,142.89,8.27,8.62,9.16
0,1163,136.06,106.50,117.14,7.92,8.25,8.87
1,815,156.53,103.24,102.99,7.48,7.61,8.09
1,425,192.52,143.55,148.14,8.27,8.40,8.62
1,1021,130.51,75.49,76.61,7.97,8.19,8.85
1,441,191.98,120.89,121.89,8.50,8.62,9.18
0,463,240.53,206.04,214.94,9.14,9.49,10.45
1,723,179.38,127.18,128.48,7.84,7.93,8.53
0,523,125.76,107.24,113.77,8.10,8.52,9.39
1,494,212.33,150.20,158.64,6.32,6.26,6.44
1,422,202.67,139.88,144.91,8.31,8.48,9.08
1,440,222.61,157.68,157.94,7.50,7.68,7.85
1,8478,134.13,89.65,92.07,8.22,8.40,8.94
1,1457,115.48,68.75,70.54,7.92,8.02,8.42
0,706,145.85,123.73,131.63,7.91,8.37,9.06
0,563,125.81,105.14,110.99,7.88,8.18,8.51
1,422,290.05,229.16,236.12,8.29,8.58,9.13
0,1185,138.08,112.49,122.34,8.35,8.62,9.14
0,669,175.67,143.81,153.56,8.91,9.24,10.11
1,634,139.06,68.77,63.18,9.07,9.45,10.04
1,1012,190.98,145.89,152.17,7.67,7.78,8.15
1,441,164.05,102.53,105.10,7.98,8.20,8.90
1,1097,115.24,79.49,83.55,7.94,8.19,8.66
0,759,183.04,141.89,156.67,7.82,8.21,8.71
1,632,251.50,184.33,187.81,8.06,8.15,8.28
0,1984,170.60,139.94,149.47,8.68,8.99,9.73
0,528,149.28,109.73,119.30,8.12,8.25,8.85
1,694,138.44,72.75,74.64,7.30,7.42,7.85
1,1333,124.35,97.28,99.63,8.20,8.48,9.18
1,521,114.84,46.78,45.25,6.71,6.81,6.99
1,510,219.09,154.14,158.00,9.28,9.50,9.98
1,553,171.34,86.43,87.99,7.62,7.68,7.87
0,469,136.55,112.39,120.85,8.75,9.15,9.72
1,2017,167.96,104.49,106.27,7.75,7.83,8.42
0,431,134.90,117.22,130.32,8.51,8.85,9.33
1,532,140.23,82.74,86.51,7.66,7.69,8.41
0,1863,137.20,111.99,121.05,7.89,8.18,8.80
0,452,151.62,125.22,138.81,7.53,8.01,8.49
0,711,181.67,153.97,159.06,8.03,8.22,8.79
1,511,145.11,26.51,16.64,8.92,9.04,9.44
0,2517,151.43,127.65,136.79,8.14,8.41,8.87
1,3323,123.07,73.95,76.67,7.67,7.76,8.21
1,557,159.76,34.17,20.22,8.85,9.14,9.85
1,636,117.99,69.17,68.86,7.65,7.78,8.00
0,793,149.61,122.83,130.03,8.85,9.17,10.03
0,726,126.91,97.86,106.35,8.90,9.34,10.09
1,542,192.81,135.25,138.37,7.29,7.44,7.81
1,839,259.18,179.85,182.65,8.10,8.26,8.68
1,269,187.76,108.53,110.22,7.31,7.49,7.74
1,4420,163.14,101.01,102.91,7.68,7.82,8.34
0,463,123.61,97.29,111.23,8.43,8.80,9.57
1,682,97.21,52.50,54.61,7.88,8.02,8.38
0,611,158.46,137.74,149.78,8.31,8.61,9.41
0,470,157.74,118.56,124.81,9.44,10.29,10.93
1,548,151.34,85.73,88.69,7.52,7.63,7.85
0,2999,149.07,124.89,133.85,8.31,8.61,9.18
1,2023,119.63,72.96,76.95,8.04,8.15,8.56
1,506,129.26,74.77,76.34,7.40,7.44,7.92
1,1585,131.84,90.21,92.95,8.87,9.19,9.85
1,9379,127.20,86.57,90.78,8.44,8.62,9.13
0,506,138.55,128.78,141.00,9.14,9.58,10.38
1,935,153.20,97.49,99.61,8.53,8.74,9.39
0,403,124.56,103.15,111.55,8.26,8.36,9.06
1,737,141.96,90.02,91.08,7.71,7.72,8.30
0,1364,145.90,111.62,121.64,8.40,8.83,9.64
0,504,147.14,118.21,126.77,7.91,8.19,8.65
0,1730,133.46,107.94,115.85,8.03,8.28,8.79
1,2644,152.74,90.32,94.01,8.27,8.34,8.82
1,355,106.90,69.76,69.11,7.99,8.08,8.69
1,479,250.23,181.46,185.03,7.98,8.13,8.44
1,1457,90.12,57.03,61.12,7.76,7.85,8.23
0,11493,149.86,122.10,131.48,8.38,8.76,9.41
0,941,164.86,140.92,152.67,8.13,8.59,9.28
0,699,146.71,111.67,121.25,8.75,9.17,9.84
0,2885,147.10,121.01,132.61,8.12,8.48,9.08
0,181,131.55,117.57,125.45,8.30,8.25,9.17
1,505,244.93,166.21,174.46,7.63,7.81,8.02
0,429,238.95,201.47,222.25,8.77,9.18,9.60
0,1501,163.30,141.27,152.86,7.69,7.89,8.47
0,376,113.10,95.44,102.28,7.66,7.82,8.40
1,461,161.23,99.23,100.67,7.60,7.82,8.26
1,752,189.02,124.36,127.23,8.61,8.76,9.53
0,433,132.75,116.17,123.22,7.54,7.92,8.55
1,3116,119.06,77.34,80.92,8.49,8.73,9.32
1,2111,233.35,143.18,144.87,8.02,8.22,8.73
1,4227,138.69,91.62,94.92,8.77,9.13,9.66
1,1469,246.96,192.61,198.05,10.43,10.92,11.63
0,925,152.65,126.42,136.56,8.27,8.77,9.43
0,3304,148.82,124.01,134.48,8.47,8.94,9.46
1,711,122.65,77.54,79.70,7.53,7.56,8.10
0,1695,172.26,137.08,146.81,8.07,8.43,9.10
1,2027,163.93,114.16,118.23,8.44,8.68,9.24
1,874,147.15,91.48,95.00,6.81,6.83,7.11
0,4512,151.12,121.00,131.00,8.15,8.43,9.04
1,3370,127.15,87.45,90.91,7.69,7.75,8.27
1,1381,221.83,164.80,174.25,7.45,7.40,7.77
1,853,121.03,57.24,58.86,7.45,7.48,7.75
0,1275,142.21,115.82,125.99,8.69,8.93,9.43
1,1334,106.08,67.20,69.73,8.27,8.57,8.87
0,534,141.80,119.96,128.89,9.70,10.05,11.09
1,554,193.47,139.10,144.94,7.57,7.60,7.81
0,1810,156.48,123.90,133.70,8.61,9.02,9.81
0,821,181.08,135.05,145.21,7.71,7.98,8.68
1,1105,108.15,63.47,64.34,8.16,8.19,8.72
0,2425,153.03,125.43,132.33,7.82,8.09,8.55
0,1311,161.65,134.41,143.23,7.51,7.70,8.17
1,503,212.92,149.86,156.24,9.25,9.52,10.15
0,574,142.79,120.25,126.60,9.03,9.36,10.05
1,894,131.66,89.82,94.33,7.24,7.39,7.62
1,649,181.71,134.36,139.37,8.76,9.01,9.68
1,11998,150.89,108.36,110.88,8.40,8.52,8.98
1,541,236.23,152.01,158.24,7.99,8.40,8.97
1,2320,181.78,137.28,141.89,7.88,8.07,8.58
0,1031,162.72,134.95,146.59,8.66,9.05,9.89
1,423,138.41,87.73,92.53,7.89,8.05,8.60
0,830,146.93,116.01,124.60,8.64,9.00,9.55
0,883,136.79,110.53,121.21,8.27,8.55,8.96
0,462,161.96,132.79,141.88,8.91,9.04,9.77
1,492,166.28,88.48,90.58,7.17,7.24,7.38
1,853,248.02,142.29,141.90,7.14,7.22,7.75
1,2272,175.34,130.60,136.48,8.22,8.48,8.97
1,462,162.50,103.67,108.35,8.41,8.82,9.18
1,523,161.09,83.23,85.53,8.11,8.21,8.57
0,920,147.16,115.21,124.92,8.38,8.66,9.20
1,477,159.48,105.51,106.88,8.66,9.02,9.81
0,1313,132.94,107.94,119.11,8.14,8.37,8.98
0,15812,144.19,117.34,126.83,8.33,8.63,9.18
0,604,143.78,125.24,132.97,7.50,7.75,8.22
1,565,161.80,106.18,106.46,8.31,8.31,8.82
0,1622,129.51,107.08,115.98,7.88,8.12,8.53
1,367,110.12,59.73,59.41,8.26,8.56,8.73
1,1556,163.89,115.71,120.68,7.66,7.74,8.25
0,447,141.87,130.62,137.99,7.70,8.00,8.63
0,560,157.65,129.27,134.73,9.04,9.41,10.26
0,626,168.21,134.78,144.97,7.87,8.10,8.77
0,1487,147.64,123.01,133.33,8.28,8.79,9.62
1,2670,175.90,112.75,116.40,8.92,9.17,9.97
0,425,96.67,90.25,99.80,7.65,7.92,8.46
1,834,155.55,110.44,116.41,6.94,6.94,7.29
1,356,196.34,130.73,137.15,7.84,7.88,8.23
1,238,106.64,75.85,79.83,8.36,8.61,9.48
1,1112,227.53,171.61,177.41,7.68,7.87,8.31
1,453,149.81,101.27,103.44,8.19,8.58,9.22
0,394,140.50,112.74,122.59,7.63,7.77,8.49
0,454,110.90,95.73,99.98,8.04,8.53,8.87
0,663,139.81,112.21,120.71,8.63,8.81,9.56
1,450,323.11,278.89,281.98,7.79,7.81,8.59
1,6166,102.77,60.84,63.09,8.11,8.27,8.86
1,628,193.84,145.02,149.64,7.24,7.33,7.81
0,344,153.45,128.27,137.49,8.94,9.61,10.44
0,1658,137.16,108.37,117.51,8.29,8.75,9.42
0,3117,144.06,117.63,128.13,8.36,8.75,9.34
0,773,167.17,139.59,148.38,7.74,8.11,8.56
0,415,165.48,144.70,153.21,9.19,9.25,10.09
0,296,169.36,152.84,167.71,9.54,9.68,10.54
0,936,161.31,140.56,150.64,8.49,8.96,9.63
0,430,166.75,126.63,134.47,8.56,8.86,9.88
0,794,180.91,142.00,157.68,8.45,8.66,9.35
0,9232,156.46,129.18,138.99,8.39,8.73,9.33
0,460,138.67,98.14,107.52,9.37,9.88,10.55
1,339,153.96,84.18,85.89,7.09,7.23,7.37
1,542,165.41,129.49,140.19,8.82,9.31,9.84
1,461,162.76,102.12,99.72,10.05,10.13,11.05
0,347,229.85,187.23,198.18,8.43,8.91,9.42
0,594,127.05,112.94,115.75,7.86,7.92,8.54
0,593,129.24,107.46,115.28,8.05,8.35,8.90
1,730,132.79,74.07,75.36,8.15,8.20,8.57
0,486,120.02,106.55,115.63,8.17,8.42,8.87
0,476,159.94,130.72,139.31,7.54,7.69,8.35
1,482,143.69,84.36,85.03,7.05,7.21,7.66
0,1210,176.95,143.79,155.18,9.01,9.41,10.03
0,4314,151.20,131.65,141.68,8.07,8.33,8.90
1,1052,174.76,68.05,67.43,7.33,7.29,7.77
0,809,146.95,115.97,125.00,8.05,8.33,9.06
1,3164,127.46,75.98,77.36,7.06,7.24,7.68
1,634,150.78,85.03,78.02,8.21,8.34,8.94
0,748,179.22,136.39,145.92,8.45,8.84,9.26
0,170,161.24,133.93,141.95,8.18,8.41,8.33
0,416,142.62,123.64,127.74,8.53,8.94,9.42
1,701,124.77,76.37,80.05,7.28,7.27,7.67
0,1603,137.23,115.77,124.62,7.95,8.24,8.76
1,205,221.26,147.02,146.62,6.16,6.04,6.20
0,1052,164.11,135.77,144.70,7.79,7.93,8.55
1,400,201.92,153.29,163.03,6.33,6.43,6.53
1,2006,143.14,89.75,93.86,7.96,8.17,8.52
1,1190,157.35,101.31,101.18,7.43,7.59,7.96
1,624,109.17,65.87,70.03,8.10,8.37,8.65
0,358,224.20,217.24,235.75,9.51,10.10,11.02
1,437,103.49,64.26,67.34,7.70,7.84,8.54
0,447,148.56,119.87,129.88,8.73,8.75,9.21
1,527,159.41,86.87,86.72,5.98,6.13,6.47
0,418,224.28,172.82,184.37,8.79,9.03,9.70
0,672,144.14,119.72,130.97,8.01,8.24,8.79
0,638,133.19,110.08,116.50,8.44,8.73,9.40
1,676,116.61,71.78,73.78,7.74,7.60,8.14
0,671,125.97,106.34,116.19,8.29,8.48,9.07
1,533,165.25,108.76,115.71,7.83,8.02,8.56
0,1212,156.47,135.14,143.93,8.39,8.73,9.34
1,941,191.48,118.28,121.21,6.49,6.55,6.76
1,1083,134.75,68.87,66.28,7.60,7.58,8.08
0,486,163.03,140.90,157.90,9.07,9.33,9.89
0,3316,148.81,125.48,136.29,8.13,8.39,8.97
0,919,146.61,118.37,125.13,8.23,8.64,9.22
1,799,176.56,108.97,112.82,8.19,8.39,8.97
0,475,126.18,102.75,110.20,7.86,8.32,9.02
0,521,144.14,111.04,118.84,7.98,8.34,8.94
0,344,111.01,88.47,96.99,8.20,8.48,9.13
1,3835,113.59,69.78,72.39,7.92,8.10,8.47
1,1338,114.28,65.84,67.88,7.56,7.58,7.95
1,408,185.17,136.23,136.68,8.05,8.18,8.52
1,490,150.31,92.99,97.71,6.52,6.64,7.08
0,505,189.11,170.00,183.87,8.43,8.70,9.40
1,435,249.53,213.55,216.90,8.46,8.57,9.19
0,598,155.01,132.11,142.68,8.38,8.63,9.43
0,213,167.43,129.77,137.68,8.27,8.72,9.28
0,413,123.08,99.43,115.52,7.71,7.88,8.43
1,392,214.01,148.37,154.75,8.26,8.36,8.90
0,1157,133.17,111.81,121.70,8.23,8.51,9.09
1,442,187.92,133.34,135.65,6.97,7.01,7.39
1,229,232.55,151.80,156.58,7.76,7.87,8.40
0,1301,151.86,123.72,134.41,8.48,8.74,9.33
1,482,143.03,76.41,77.56,8.08,8.04,8.72
0,1902,148.70,126.12,138.14,8.60,9.10,9.69
1,1219,156.85,87.32,87.08,7.62,7.72,8.26
0,528,142.70,118.01,127.44,8.97,9.26,9.87
1,1406,130.56,86.84,91.05,7.89,8.10,8.67
0,437,137.22,107.93,118.38,8.06,8.26,8.79
1,3545,135.27,82.77,87.41,8.32,8.40,9.03
1,567,187.48,142.52,152.84,8.07,8.11,8.47
1,430,185.10,121.96,125.63,7.69,8.14,8.70
0,583,154.17,128.06,138.72,8.19,8.58,9.01
0,1711,162.39,139.30,147.41,9.15,9.36,10.10
1,508,286.13,206.22,215.01,8.51,8.89,9.38
0,567,138.63,115.25,123.38,7.12,7.23,7.53
0,1288,157.39,128.12,138.11,8.11,8.49,8.97
1,2136,152.54,100.88,104.67,7.50,7.56,7.94
1,734,139.37,94.26,96.29,8.18,8.38,8.83
1,1478,107.05,61.45,63.30,7.89,7.94,8.54
1,1035,267.18,172.52,172.97,6.84,7.04,7.39
1,305,244.12,174.14,179.23,6.68,6.77,6.86
0,944,146.81,119.21,128.13,8.05,8.43,8.87
0,202,152.06,143.60,157.25,10.03,10.57,10.94
0,609,120.82,104.38,112.44,8.11,8.18,8.92
1,493,184.32,131.52,135.72,8.13,8.37,9.03
1,2237,122.72,89.33,93.10,7.88,7.97,8.39
0,2018,133.92,102.81,110.40,8.11,8.33,8.86
0,1013,128.95,102.91,111.59,8.49,8.76,9.42
0,648,176.68,139.60,149.63,8.30,8.49,9.00
0,790,165.80,144.45,152.70,8.65,8.86,9.45
0,392,120.77,111.00,121.11,7.94,8.36,8.81
1,1059,106.45,58.65,60.99,7.37,7.36,7.64
1,727,191.89,104.60,106.77,7.66,7.80,8.35
0,744,147.57,115.67,125.37,8.89,9.23,10.07
0,470,146.19,121.26,131.44,9.14,9.40,10.04
0,1863,156.05,128.12,137.69,8.69,9.05,9.63
1,612,128.89,78.37,80.72,7.55,7.70,8.21
0,952,175.34,153.20,163.46,7.41,7.76,8.35
0,354,135.81,98.71,103.33,8.14,8.28,8.90
1,361,302.16,222.54,230.04,8.44,8.49,9.42
1,862,133.50,72.07,73.34,8.41,8.59,9.01
1,475,166.07,96.95,100.28,7.78,7.94,8.26
1,1559,114.23,72.79,73.64,7.98,8.13,8.70
1,612,189.51,135.77,139.72,7.16,7.29,7.42
1,347,203.05,140.67,147.34,8.69,9.23,9.78
1,838,140.04,85.05,84.90,6.71,6.86,7.25
0,470,152.87,132.37,143.19,7.87,8.17,8.65
1,459,112.18,50.32,50.06,7.05,7.03,7.61
1,1247,172.31,107.74,108.64,7.30,7.44,7.90
